zip_code,shipping_state,phx_zone,cmh_zone,das
48026,Michigan,7,4,NO
13815,New York,8,4,DAS
33027,Florida,8,5,NO
38053,Tennessee,6,4,NO
60513,Illinois,7,3,NO
77523,Texas,6,5,DAS
01803,Massachusetts,8,5,NO
92092,California,3,5,NO
30223,Georgia,7,4,EDAS
53047,Wisconsin,6,8,DAS
17872,Pennsylvania,8,4,EDAS
92385,California,4,5,EDAS
02153,Massachusetts,8,4,NO
27909,North Carolina,8,4,DAS
07746,New Jersey,8,4,NO
80209,Colorado,4,8,NO
93777,California,4,5,NO
94133,California,5,5,NO
22041,Virginia,8,4,NO
07424,New Jersey,8,4,NO
22207,Virginia,8,4,NO
92835,California,4,5,NO
93901,California,4,5,NO
02896,Rhode Island,8,5,DAS
90007,California,4,5,NO
53126,Wisconsin,7,8,NO
15317,Pennsylvania,8,2,NO
17360,Pennsylvania,8,4,NO
80241,Colorado,4,8,NO
96099,California,4,5,NO
93015,California,4,5,NO
95172,California,4,5,NO
01522,Massachusetts,8,5,DAS
80127,Colorado,4,8,NO
40118,Kentucky,7,2,NO
80202,Colorado,4,8,NO
95836,California,4,5,NO
22122,Virginia,8,5,NO
95946,California,5,5,EDAS
84315,Utah,4,4,DAS
46393,Indiana,7,5,NO
28253,North Carolina,8,4,NO
02130,Massachusetts,8,5,NO
33165,Florida,8,5,NO
78259,Texas,5,5,NO
08061,New Jersey,8,4,NO
94303,California,5,5,NO
92337,California,3,5,NO
95635,California,4,5,EDAS
03032,New Hampshire,8,5,DAS
08852,New Jersey,8,4,DAS
92617,California,4,5,NO
12047,New York,8,4,NO
93106,California,4,5,NO
33332,Florida,8,5,NO
17331,Pennsylvania,8,4,DAS
94063,California,5,5,NO
12148,New York,8,5,DAS
92781,California,4,5,NO
97286,Oregon,5,5,NO
15207,Pennsylvania,8,2,NO
78059,Texas,5,5,DAS
84068,Utah,4,4,DAS
98908,Washington,6,5,EDAS
48326,Michigan,7,4,NO
91359,California,4,5,NO
90652,California,4,5,NO
34981,Florida,8,5,NO
19141,Pennsylvania,8,4,NO
92074,California,4,5,NO
93755,California,4,5,NO
18618,Pennsylvania,8,4,DAS
84016,Utah,3,4,NO
07738,New Jersey,8,4,DAS
93304,California,4,5,NO
08350,New Jersey,8,4,DAS
33598,Florida,8,5,NO
53221,Wisconsin,7,4,NO
76044,Texas,5,5,DAS
17038,Pennsylvania,8,4,NO
85395,Arizona,2,8,NO
53527,Wisconsin,6,4,NO
77079,Texas,6,5,NO
37763,Tennessee,7,3,NO
46062,Indiana,7,2,NO
12345,New York,8,5,NO
06370,Connecticut,8,4,DAS
37203,Tennessee,7,3,NO
84120,Utah,4,4,NO
91189,California,4,5,NO
73344,Oklahoma,5,3,NO
02050,Massachusetts,8,5,NO
12747,New York,8,4,DAS
55444,Minnesota,6,4,NO
85034,Arizona,2,8,NO
92340,California,3,5,NO
84180,Utah,3,4,NO
78957,Texas,5,5,DAS
11561,New York,8,4,NO
95835,California,5,5,NO
18512,Pennsylvania,8,4,NO
49037,Michigan,7,3,DAS
80222,Colorado,4,8,NO
17978,Pennsylvania,8,4,DAS
30506,Georgia,7,4,DAS
75234,Texas,5,5,NO
93385,California,4,5,NO
23093,Virginia,8,4,DAS
95192,California,4,5,NO
78243,Texas,4,5,NO
49331,Michigan,7,3,NO
07757,New Jersey,8,4,NO
19113,Pennsylvania,8,4,NO
11424,New York,8,5,NO
97331,Oregon,5,5,NO
32256,Florida,7,5,NO
21774,Maryland,8,4,NO
03053,New Hampshire,8,5,NO
19150,Pennsylvania,8,4,NO
94624,California,4,5,NO
92616,California,4,5,NO
23806,Virginia,8,5,DAS
21237,Maryland,8,4,NO
90509,California,4,5,NO
12303,New York,8,4,NO
25404,West Virginia,8,3,EDAS
27591,North Carolina,8,4,NO
21755,Maryland,8,4,DAS
06413,Connecticut,8,4,NO
96140,California,4,5,EDAS
20779,Maryland,8,5,DAS
21403,Maryland,8,4,NO
60185,Illinois,7,3,NO
85028,Arizona,2,8,NO
90832,California,4,5,NO
10032,New York,8,4,NO
98591,Washington,6,5,EDAS
06488,Connecticut,8,4,DAS
41071,Kentucky,7,2,NO
90266,California,4,5,NO
49250,Michigan,7,4,DAS
40526,Kentucky,7,8,NO
27560,North Carolina,8,4,NO
77530,Texas,6,5,NO
15122,Pennsylvania,8,2,NO
91118,California,4,5,NO
19086,Pennsylvania,8,4,NO
21281,Maryland,8,5,NO
06518,Connecticut,8,4,NO
11977,New York,8,4,EDAS
33180,Florida,8,5,NO
60083,Illinois,7,3,NO
11428,New York,8,4,NO
10911,New York,8,5,EDAS
97058,Oregon,6,5,EDAS
33461,Florida,8,5,NO
28207,North Carolina,7,4,NO
48509,Michigan,7,4,NO
95242,California,4,5,NO
97002,Oregon,6,5,NO
22509,Virginia,8,5,EDAS
90508,California,4,5,NO
33714,Florida,8,5,NO
30161,Georgia,7,4,EDAS
93761,California,4,5,NO
18201,Pennsylvania,8,4,DAS
48532,Michigan,7,4,NO
10514,New York,8,4,NO
48808,Michigan,7,3,NO
84771,Utah,3,4,NO
60187,Illinois,7,8,NO
46131,Indiana,7,2,NO
45203,Ohio,7,3,NO
48189,Michigan,7,3,DAS
33709,Florida,7,5,NO
30655,Georgia,7,4,EDAS
41168,Kentucky,7,2,NO
01450,Massachusetts,8,5,DAS
13826,New York,8,5,DAS
84014,Utah,4,4,NO
49316,Michigan,7,3,NO
63021,Missouri,6,4,NO
20832,Maryland,8,4,NO
48033,Michigan,7,3,NO
12528,New York,8,4,NO
60418,Illinois,7,3,NO
93307,California,4,5,NO
75154,Texas,5,5,NO
55117,Minnesota,6,4,NO
45323,Ohio,7,2,NO
85064,Arizona,2,8,NO
76054,Texas,5,5,NO
16341,Pennsylvania,8,4,EDAS
08052,New Jersey,8,4,NO
85002,Arizona,2,8,NO
16314,Pennsylvania,8,4,NO
80909,Colorado,4,8,NO
20038,District Of Columbia,8,8,NO
32767,Florida,8,5,EDAS
86327,Arizona,2,8,EDAS
28244,North Carolina,8,4,NO
33126,Florida,8,5,NO
92801,California,4,5,NO
92697,California,4,5,NO
75072,Texas,5,5,NO
02459,Massachusetts,8,5,NO
20044,District Of Columbia,8,8,NO
11694,New York,8,5,NO
40203,Kentucky,7,8,NO
89031,Nevada,3,4,NO
92427,California,4,5,NO
78214,Texas,4,5,NO
93280,California,4,5,EDAS
85702,Arizona,2,8,NO
90222,California,4,5,NO
33326,Florida,8,5,NO
23324,Virginia,8,4,NO
60467,Illinois,7,3,NO
93227,California,4,5,NO
01901,Massachusetts,8,4,NO
48642,Michigan,7,3,DAS
45449,Ohio,7,2,NO
84059,Utah,4,4,NO
93065,California,4,5,NO
48502,Michigan,7,4,NO
93121,California,4,5,NO
06492,Connecticut,8,4,NO
08088,New Jersey,8,4,DAS
45429,Ohio,7,2,NO
32811,Florida,8,5,NO
30304,Georgia,7,3,NO
43616,Ohio,7,2,NO
15332,Pennsylvania,8,2,NO
11751,New York,8,4,NO
78201,Texas,5,5,NO
28226,North Carolina,7,4,NO
91905,California,3,5,EDAS
19702,Delaware,8,4,NO
91977,California,3,5,NO
18517,Pennsylvania,8,4,NO
94604,California,4,5,NO
02832,Rhode Island,8,5,EDAS
75202,Texas,4,5,NO
32751,Florida,8,5,NO
01831,Massachusetts,8,4,NO
34746,Florida,8,5,NO
55033,Minnesota,6,4,NO
89165,Nevada,3,4,NO
44313,Ohio,7,2,NO
19468,Pennsylvania,8,4,NO
15131,Pennsylvania,8,2,NO
02865,Rhode Island,8,5,NO
24526,Virginia,8,5,EDAS
89155,Nevada,3,4,NO
02445,Massachusetts,8,5,NO
95485,California,4,5,EDAS
91722,California,4,5,NO
77037,Texas,6,5,NO
19110,Pennsylvania,8,4,NO
93014,California,4,5,NO
01118,Massachusetts,8,4,NO
60620,Illinois,7,3,NO
91396,California,4,5,NO
95940,California,4,5,DAS
24941,West Virginia,7,8,EDAS
80046,Colorado,4,8,NO
45232,Ohio,7,3,NO
94525,California,5,5,NO
92584,California,3,5,NO
91735,California,4,5,NO
94289,California,4,5,NO
07068,New Jersey,8,4,NO
06513,Connecticut,8,4,NO
13421,New York,8,4,NO
22331,Virginia,8,5,NO
84091,Utah,3,4,NO
33462,Florida,8,5,NO
94028,California,5,5,NO
08312,New Jersey,8,4,DAS
48111,Michigan,7,3,NO
34614,Florida,8,5,EDAS
43605,Ohio,7,2,NO
37146,Tennessee,7,3,NO
93448,California,4,5,NO
33935,Florida,8,5,DAS
92799,California,4,5,NO
44707,Ohio,7,3,NO
91350,California,4,5,NO
90721,California,4,5,NO
75218,Texas,5,5,NO
37866,Tennessee,7,5,EDAS
33991,Florida,8,5,NO
78218,Texas,5,5,NO
10969,New York,8,5,EDAS
08854,New Jersey,8,4,NO
10964,New York,8,5,DAS
13802,New York,8,5,DAS
60022,Illinois,7,8,NO
85117,Arizona,2,8,NO
37013,Tennessee,7,3,NO
11212,New York,8,4,NO
97417,Oregon,5,5,EDAS
83703,Idaho,5,8,NO
22109,Virginia,8,5,NO
96151,California,4,5,DAS
01569,Massachusetts,8,5,NO
07111,New Jersey,8,4,NO
92254,California,4,5,EDAS
14853,New York,8,4,EDAS
11251,New York,8,5,NO
23605,Virginia,8,5,NO
43207,Ohio,7,2,NO
54082,Wisconsin,6,8,EDAS
32068,Florida,7,5,NO
33542,Florida,8,5,NO
08619,New Jersey,8,4,NO
15135,Pennsylvania,8,2,NO
60558,Illinois,7,3,NO
97035,Oregon,6,5,NO
91523,California,4,5,NO
16914,Pennsylvania,8,4,EDAS
92612,California,4,5,NO
27406,North Carolina,8,3,DAS
49503,Michigan,7,3,NO
75173,Texas,5,5,DAS
06482,Connecticut,8,8,DAS
23084,Virginia,8,5,EDAS
77346,Texas,6,5,NO
32771,Florida,8,5,NO
33844,Florida,8,5,DAS
02191,Massachusetts,8,5,NO
37769,Tennessee,7,5,EDAS
21094,Maryland,8,5,NO
60119,Illinois,7,3,DAS
19425,Pennsylvania,8,4,NO
95547,California,4,5,EDAS
01504,Massachusetts,8,5,DAS
08810,New Jersey,8,4,NO
12779,New York,8,5,DAS
11731,New York,8,4,NO
38015,Tennessee,7,5,EDAS
02325,Massachusetts,8,4,NO
45694,Ohio,7,2,NO
07203,New Jersey,8,4,NO
84138,Utah,3,4,NO
02124,Massachusetts,8,5,NO
93442,California,4,5,DAS
10461,New York,8,4,NO
93245,California,4,5,NO
33543,Florida,8,5,NO
01028,Massachusetts,8,4,NO
12580,New York,8,4,EDAS
55113,Minnesota,6,4,NO
85282,Arizona,2,8,NO
10463,New York,8,4,NO
90093,California,4,5,NO
93584,California,4,5,NO
12222,New York,8,4,NO
92552,California,4,5,NO
90402,California,4,5,NO
12440,New York,8,5,DAS
17980,Pennsylvania,8,4,NO
24127,Virginia,8,5,EDAS
63109,Missouri,6,4,NO
48224,Michigan,7,3,NO
53037,Wisconsin,7,4,NO
80201,Colorado,4,8,NO
18972,Pennsylvania,8,4,DAS
34287,Florida,8,5,DAS
43162,Ohio,7,2,NO
95196,California,4,5,NO
55439,Minnesota,6,4,NO
03873,New Hampshire,8,5,DAS
53220,Wisconsin,7,4,NO
14301,New York,8,3,NO
18452,Pennsylvania,8,4,NO
97294,Oregon,5,5,NO
96129,California,4,5,EDAS
95460,California,5,5,EDAS
12763,New York,8,5,EDAS
93553,California,4,5,NO
08310,New Jersey,8,4,DAS
33417,Florida,8,5,NO
08850,New Jersey,8,4,NO
12751,New York,8,5,EDAS
10530,New York,8,4,NO
28054,North Carolina,7,4,NO
53508,Wisconsin,6,4,NO
93457,California,4,5,NO
11106,New York,8,4,NO
95536,California,4,5,EDAS
97236,Oregon,6,5,NO
20042,District Of Columbia,8,8,NO
75040,Texas,5,5,NO
01815,Massachusetts,8,4,NO
48604,Michigan,7,3,NO
92341,California,4,5,EDAS
92058,California,3,5,NO
76071,Texas,5,5,DAS
22649,Virginia,8,5,DAS
32207,Florida,7,5,NO
76058,Texas,5,5,DAS
92532,California,3,5,NO
20007,District Of Columbia,8,4,NO
90255,California,4,5,NO
91383,California,4,5,NO
34772,Florida,8,5,NO
95932,California,4,5,EDAS
97404,Oregon,5,5,EDAS
10511,New York,8,5,NO
95860,California,4,5,NO
89411,Nevada,3,4,DAS
45614,Ohio,7,3,NO
46406,Indiana,7,5,DAS
95211,California,4,5,NO
10022,New York,8,4,EDAS
93942,California,4,5,NO
91352,California,4,5,NO
37032,Tennessee,7,3,DAS
15088,Pennsylvania,8,4,DAS
48359,Michigan,7,4,NO
97208,Oregon,5,5,NO
93631,California,4,5,NO
76109,Texas,5,5,NO
95002,California,4,5,NO
89413,Nevada,4,4,EDAS
90304,California,4,5,NO
21912,Maryland,8,5,EDAS
91046,California,4,5,NO
77450,Texas,6,5,NO
16947,Pennsylvania,8,4,EDAS
30378,Georgia,7,3,NO
21028,Maryland,8,4,NO
11746,New York,8,4,NO
08081,New Jersey,8,4,NO
90650,California,4,5,NO
84126,Utah,3,4,NO
13159,New York,8,4,NO
07470,New Jersey,8,4,NO
90051,California,4,5,NO
86336,Arizona,2,8,EDAS
24102,Virginia,8,5,EDAS
55316,Minnesota,6,4,NO
37865,Tennessee,7,3,NO
20005,District Of Columbia,8,4,NO
92648,California,4,5,NO
27263,North Carolina,8,3,EDAS
30263,Georgia,7,4,DAS
78003,Texas,5,5,EDAS
48044,Michigan,7,3,DAS
78734,Texas,5,5,NO
21040,Maryland,8,4,NO
32805,Florida,8,5,NO
94509,California,5,5,NO
92320,California,3,5,NO
92369,California,4,5,NO
92003,California,3,5,NO
60487,Illinois,7,3,NO
93380,California,4,5,NO
93108,California,4,5,EDAS
06180,Connecticut,8,8,NO
15243,Pennsylvania,8,2,NO
21251,Maryland,8,5,NO
02917,Rhode Island,8,5,NO
07097,New Jersey,8,4,NO
23234,Virginia,8,4,NO
07755,New Jersey,8,4,NO
44278,Ohio,7,2,NO
60134,Illinois,7,3,NO
91740,California,4,5,NO
40422,Kentucky,7,2,DAS
11249,New York,8,4,NO
45671,Ohio,7,3,EDAS
06108,Connecticut,8,4,NO
60480,Illinois,7,8,NO
33534,Florida,8,5,NO
48126,Michigan,7,3,NO
28025,North Carolina,7,4,NO
28075,North Carolina,7,4,NO
92401,California,4,5,NO
34212,Florida,8,5,NO
92857,California,4,5,NO
76022,Texas,5,5,NO
07017,New Jersey,8,4,NO
99218,Washington,6,5,NO
21078,Maryland,8,4,NO
41139,Kentucky,7,2,NO
43228,Ohio,7,3,NO
40204,Kentucky,7,2,NO
95422,California,5,5,EDAS
98422,Washington,6,5,NO
77562,Texas,6,5,DAS
49002,Michigan,7,3,DAS
84129,Utah,4,4,NO
75201,Texas,5,5,NO
34949,Florida,8,5,EDAS
10008,New York,8,5,DAS
63119,Missouri,6,4,NO
02189,Massachusetts,8,5,NO
11576,New York,8,4,NO
94551,California,5,5,NO
17356,Pennsylvania,8,4,NO
15301,Pennsylvania,8,2,NO
08091,New Jersey,8,4,NO
18334,Pennsylvania,8,4,NO
93555,California,4,5,EDAS
97281,Oregon,5,5,NO
84005,Utah,4,4,DAS
08403,New Jersey,8,4,DAS
27203,North Carolina,8,4,NO
43606,Ohio,7,2,NO
94151,California,4,5,NO
30308,Georgia,7,4,NO
07184,New Jersey,8,4,NO
93455,California,4,5,NO
48437,Michigan,7,4,NO
80264,Colorado,4,8,NO
34251,Florida,8,5,EDAS
28001,North Carolina,7,4,DAS
22043,Virginia,8,4,NO
85286,Arizona,2,8,NO
11228,New York,8,4,NO
80011,Colorado,4,8,NO
06840,Connecticut,8,4,DAS
91987,California,4,5,NO
30296,Georgia,7,4,NO
93639,California,4,5,DAS
18041,Pennsylvania,8,4,NO
60505,Illinois,6,3,NO
90201,California,4,5,NO
84605,Utah,3,4,NO
10011,New York,8,4,EDAS
33428,Florida,8,5,NO
01027,Massachusetts,8,4,NO
33167,Florida,8,5,NO
34762,Florida,8,5,NO
25428,West Virginia,8,3,EDAS
60156,Illinois,7,8,NO
95464,California,4,5,EDAS
07106,New Jersey,8,4,NO
16154,Pennsylvania,8,3,NO
98258,Washington,6,5,NO
91788,California,4,5,NO
10259,New York,8,5,NO
11692,New York,8,4,NO
25523,West Virginia,7,8,EDAS
46064,Indiana,7,2,NO
01945,Massachusetts,8,5,NO
80960,Colorado,4,8,NO
48165,Michigan,7,4,DAS
27040,North Carolina,8,3,EDAS
18032,Pennsylvania,8,4,DAS
60652,Illinois,7,3,NO
06447,Connecticut,8,8,DAS
97527,Oregon,5,5,EDAS
90306,California,4,5,NO
60193,Illinois,7,3,NO
91908,California,4,5,NO
15225,Pennsylvania,8,4,NO
08887,New Jersey,8,4,NO
19512,Pennsylvania,8,4,DAS
33615,Florida,8,5,NO
91768,California,4,5,NO
22015,Virginia,8,4,NO
10527,New York,8,5,NO
90505,California,4,5,NO
94016,California,4,5,NO
92313,California,3,5,NO
11738,New York,8,4,NO
94288,California,4,5,NO
75229,Texas,5,5,NO
02910,Rhode Island,8,4,NO
49076,Michigan,7,3,NO
85083,Arizona,2,8,NO
55356,Minnesota,6,4,NO
60655,Illinois,7,8,NO
06480,Connecticut,8,4,DAS
95694,California,5,5,NO
06371,Connecticut,8,8,DAS
92655,California,4,5,NO
32709,Florida,8,5,EDAS
98310,Washington,6,5,NO
10591,New York,8,4,NO
75180,Texas,5,5,NO
90609,California,4,5,NO
46323,Indiana,7,5,NO
85068,Arizona,2,8,NO
30363,Georgia,7,3,NO
03101,New Hampshire,8,5,NO
84412,Utah,3,4,NO
02809,Rhode Island,8,5,NO
33324,Florida,8,5,NO
93791,California,4,5,NO
40245,Kentucky,7,2,NO
96127,California,4,5,EDAS
89044,Nevada,3,4,NO
62018,Illinois,6,8,NO
80123,Colorado,4,8,NO
07799,New Jersey,8,4,NO
48640,Michigan,7,3,EDAS
23186,Virginia,8,5,NO
90632,California,4,5,NO
80903,Colorado,4,8,NO
30168,Georgia,7,4,NO
91358,California,4,5,NO
19317,Pennsylvania,8,4,NO
19063,Pennsylvania,8,4,NO
92276,California,3,5,DAS
91416,California,4,5,NO
14622,New York,8,5,NO
44062,Ohio,7,2,DAS
19382,Pennsylvania,8,4,NO
48288,Michigan,7,4,NO
32009,Florida,8,5,EDAS
31141,Georgia,7,3,NO
21042,Maryland,8,4,NO
07945,New Jersey,8,4,DAS
21093,Maryland,8,4,NO
06106,Connecticut,8,4,NO
77575,Texas,6,5,EDAS
95344,California,4,5,DAS
92503,California,3,5,NO
55014,Minnesota,6,4,NO
19137,Pennsylvania,8,4,NO
08027,New Jersey,8,4,NO
93741,California,4,5,NO
84148,Utah,3,4,NO
38676,Mississippi,6,4,EDAS
41048,Kentucky,7,2,NO
19025,Pennsylvania,8,4,NO
97298,Oregon,5,5,NO
95957,California,4,5,EDAS
98008,Washington,6,5,NO
55311,Minnesota,6,4,NO
10103,New York,8,5,EDAS
13904,New York,8,4,NO
94581,California,4,5,NO
10549,New York,8,4,NO
07921,New Jersey,8,4,NO
53122,Wisconsin,7,8,NO
12522,New York,8,4,DAS
93244,California,4,5,EDAS
85048,Arizona,2,8,NO
34236,Florida,8,5,EDAS
44270,Ohio,7,2,NO
60162,Illinois,6,8,NO
02825,Rhode Island,8,5,EDAS
53086,Wisconsin,7,8,NO
75228,Texas,5,5,NO
60447,Illinois,7,3,EDAS
93962,California,4,5,NO
23117,Virginia,8,4,DAS
02330,Massachusetts,8,5,DAS
32040,Florida,8,5,DAS
92702,California,4,5,NO
46033,Indiana,7,2,NO
60089,Illinois,7,3,NO
48135,Michigan,7,3,NO
91746,California,4,5,NO
27265,North Carolina,8,3,EDAS
18347,Pennsylvania,8,4,NO
93518,California,4,5,EDAS
84301,Utah,3,4,EDAS
08104,New Jersey,8,4,NO
93643,California,4,5,EDAS
98229,Washington,6,5,DAS
08835,New Jersey,8,4,NO
01824,Massachusetts,8,5,NO
17579,Pennsylvania,8,4,DAS
07538,New Jersey,8,4,NO
46052,Indiana,7,2,NO
96096,California,4,5,EDAS
46107,Indiana,7,2,NO
92131,California,3,5,NO
95866,California,4,5,NO
77216,Texas,4,5,NO
22066,Virginia,8,4,NO
93302,California,4,5,NO
10501,New York,8,5,NO
08065,New Jersey,8,4,NO
33141,Florida,8,5,NO
62034,Illinois,6,8,NO
24142,Virginia,8,3,NO
60514,Illinois,7,3,NO
20715,Maryland,8,4,NO
44481,Ohio,7,2,NO
20081,District Of Columbia,8,8,NO
77357,Texas,6,5,NO
10173,New York,8,5,EDAS
27358,North Carolina,8,3,EDAS
07507,New Jersey,8,4,NO
18070,Pennsylvania,8,4,DAS
41201,Kentucky,7,8,EDAS
46168,Indiana,7,2,NO
95813,California,4,5,NO
97231,Oregon,6,5,NO
32034,Florida,7,5,NO
75050,Texas,5,5,NO
15005,Pennsylvania,8,2,NO
18509,Pennsylvania,8,4,NO
01721,Massachusetts,8,5,NO
95213,California,4,5,NO
38651,Mississippi,6,4,NO
91943,California,4,5,NO
22620,Virginia,8,5,DAS
84337,Utah,4,4,EDAS
90062,California,4,5,NO
95111,California,4,5,NO
98108,Washington,6,5,NO
92321,California,4,5,EDAS
19072,Pennsylvania,8,4,NO
34231,Florida,8,5,DAS
98047,Washington,6,5,NO
43223,Ohio,7,2,NO
95013,California,4,5,DAS
07079,New Jersey,8,4,NO
89107,Nevada,3,4,NO
18237,Pennsylvania,8,4,DAS
34202,Florida,8,5,DAS
97224,Oregon,6,5,NO
30066,Georgia,7,4,NO
22718,Virginia,8,5,EDAS
10502,New York,8,4,NO
02920,Rhode Island,8,5,NO
06514,Connecticut,8,4,NO
60443,Illinois,7,8,NO
19893,Delaware,8,5,NO
77494,Texas,6,5,NO
60425,Illinois,7,8,NO
02150,Massachusetts,8,5,NO
33626,Florida,8,5,NO
34145,Florida,8,5,DAS
32622,Florida,8,5,EDAS
78654,Texas,5,5,EDAS
19717,Delaware,8,4,NO
07063,New Jersey,8,4,NO
07465,New Jersey,8,4,DAS
31150,Georgia,7,3,NO
80921,Colorado,4,8,NO
95423,California,5,5,EDAS
95337,California,4,5,NO
08068,New Jersey,8,4,DAS
91610,California,4,5,NO
18330,Pennsylvania,8,4,DAS
89447,Nevada,4,4,EDAS
94585,California,5,5,NO
55428,Minnesota,6,4,NO
01832,Massachusetts,8,5,DAS
85118,Arizona,2,8,NO
94974,California,4,5,NO
11096,New York,8,5,NO
28215,North Carolina,7,4,NO
10535,New York,8,5,NO
93286,California,4,5,DAS
27350,North Carolina,8,3,EDAS
92844,California,4,5,NO
30311,Georgia,7,3,NO
32836,Florida,8,5,NO
76205,Texas,5,5,DAS
33408,Florida,8,5,NO
93704,California,4,5,NO
14472,New York,8,4,NO
92683,California,4,5,NO
44039,Ohio,7,2,NO
27695,North Carolina,8,4,NO
90621,California,4,5,NO
07602,New Jersey,8,4,NO
32810,Florida,8,5,NO
44149,Ohio,7,2,NO
60525,Illinois,7,3,NO
33309,Florida,8,5,NO
94702,California,5,5,NO
40047,Kentucky,7,2,NO
11426,New York,8,4,NO
01013,Massachusetts,8,4,NO
34747,Florida,8,5,NO
10468,New York,8,4,NO
19734,Delaware,8,4,DAS
17578,Pennsylvania,8,4,NO
97524,Oregon,5,5,EDAS
85721,Arizona,2,8,NO
92179,California,4,5,NO
75094,Texas,5,5,NO
95018,California,4,5,DAS
23288,Virginia,8,5,NO
78203,Texas,4,5,NO
60154,Illinois,7,8,NO
48122,Michigan,7,4,NO
85038,Arizona,2,8,NO
30377,Georgia,7,3,NO
92358,California,4,5,NO
78114,Texas,5,5,DAS
95662,California,5,5,NO
91899,California,4,5,NO
97267,Oregon,6,5,NO
60064,Illinois,7,8,NO
15046,Pennsylvania,8,4,NO
45505,Ohio,7,2,NO
23517,Virginia,8,4,NO
43532,Ohio,7,2,NO
46304,Indiana,7,3,NO
77055,Texas,6,5,NO
95816,California,5,5,NO
32162,Florida,7,5,DAS
15216,Pennsylvania,8,2,NO
07474,New Jersey,8,4,NO
45050,Ohio,7,2,NO
97634,Oregon,5,5,EDAS
37149,Tennessee,7,5,NO
30534,Georgia,7,4,EDAS
16505,Pennsylvania,8,3,NO
01844,Massachusetts,8,5,NO
21921,Maryland,8,4,NO
22102,Virginia,8,4,NO
16426,Pennsylvania,8,4,NO
96055,California,5,5,EDAS
11215,New York,8,4,NO
84152,Utah,3,4,NO
93844,California,4,5,NO
33610,Florida,8,5,NO
48301,Michigan,7,3,NO
60074,Illinois,7,3,NO
17552,Pennsylvania,8,4,NO
02344,Massachusetts,8,4,NO
11693,New York,8,4,NO
92127,California,3,5,NO
91182,California,4,5,NO
90212,California,4,5,NO
77071,Texas,6,5,NO
93403,California,4,5,NO
94952,California,5,5,NO
17551,Pennsylvania,8,4,DAS
90734,California,4,5,NO
98505,Washington,5,5,NO
95101,California,4,5,NO
80995,Colorado,4,8,NO
85267,Arizona,2,8,NO
75219,Texas,5,5,NO
12484,New York,8,5,DAS
28278,North Carolina,7,4,NO
08752,New Jersey,8,4,DAS
98532,Washington,6,5,EDAS
95380,California,4,5,NO
80925,Colorado,4,8,NO
17110,Pennsylvania,8,4,NO
93384,California,4,5,NO
98022,Washington,6,5,EDAS
19111,Pennsylvania,8,4,NO
06906,Connecticut,8,8,NO
93463,California,4,5,NO
93275,California,4,5,NO
07044,New Jersey,8,4,NO
49512,Michigan,7,3,NO
92837,California,4,5,NO
21284,Maryland,8,5,NO
01014,Massachusetts,8,4,NO
97225,Oregon,6,5,NO
76131,Texas,5,5,NO
92407,California,3,5,NO
22902,Virginia,8,3,EDAS
94105,California,5,5,NO
91901,California,3,5,DAS
78730,Texas,5,5,NO
90810,California,4,5,NO
92072,California,4,5,NO
85735,Arizona,2,8,NO
63140,Missouri,6,5,NO
44102,Ohio,7,2,NO
37085,Tennessee,7,3,NO
76105,Texas,5,5,NO
97068,Oregon,6,5,NO
77021,Texas,6,5,NO
45044,Ohio,7,2,NO
37371,Tennessee,7,5,NO
80112,Colorado,4,8,NO
20743,Maryland,8,4,NO
24131,Virginia,8,5,EDAS
27243,North Carolina,8,3,NO
92021,California,3,5,NO
95449,California,4,5,EDAS
34756,Florida,8,5,NO
92152,California,4,5,NO
30135,Georgia,7,4,NO
93888,California,4,5,NO
85210,Arizona,2,8,NO
84036,Utah,4,4,EDAS
34654,Florida,8,5,DAS
77027,Texas,6,5,NO
27292,North Carolina,8,3,EDAS
84780,Utah,4,4,EDAS
92564,California,4,5,NO
93944,California,4,5,NO
02072,Massachusetts,8,5,NO
96087,California,4,5,DAS
97535,Oregon,5,5,EDAS
02721,Massachusetts,8,5,NO
75137,Texas,5,5,NO
85144,Arizona,2,8,DAS
08608,New Jersey,8,4,NO
93665,California,4,5,EDAS
77444,Texas,4,5,EDAS
30024,Georgia,7,4,DAS
84089,Utah,3,4,NO
10121,New York,8,5,DAS
34797,Florida,8,5,DAS
28262,North Carolina,7,4,NO
99207,Washington,6,5,NO
49048,Michigan,7,3,DAS
97204,Oregon,5,5,NO
13078,New York,8,4,NO
95386,California,4,5,EDAS
32140,Florida,8,5,EDAS
80250,Colorado,4,8,NO
17340,Pennsylvania,8,4,DAS
78252,Texas,5,5,NO
90083,California,4,5,NO
15147,Pennsylvania,8,2,NO
78657,Texas,5,5,EDAS
28080,North Carolina,8,4,NO
60189,Illinois,7,3,NO
14617,New York,8,4,NO
19012,Pennsylvania,8,4,NO
78620,Texas,5,5,DAS
80038,Colorado,4,8,NO
45217,Ohio,7,2,NO
24176,Virginia,8,5,DAS
01982,Massachusetts,8,5,DAS
46216,Indiana,7,5,NO
93449,California,4,5,NO
34604,Florida,8,5,DAS
92088,California,3,5,NO
07059,New Jersey,8,4,NO
01540,Massachusetts,8,5,NO
20170,District Of Columbia,8,4,NO
37710,Tennessee,7,5,EDAS
33603,Florida,8,5,NO
10212,New York,8,5,NO
01510,Massachusetts,8,5,NO
