State/Province, Dest Zip/Postal Code, Service Days, Zone
MA,02410,2,005
MA,02411,2,005
MA,02412,2,005
MA,02413,2,005
MA,02414,2,005
MA,02415,2,005
MA,02416,2,005
MA,02417,2,005
MA,02418,2,005
MA,02419,2,005
MA,02420,2,005
MA,02421,2,005
MA,02422,2,005
MA,02423,2,005
MA,02424,2,005
MA,02425,2,005
MA,02426,2,005
MA,02427,2,005
MA,02428,2,005
MA,02429,2,005
MA,02430,2,005
MA,02431,2,005
MA,02432,2,005
MA,02433,2,005
MA,02434,2,005
MA,02435,2,005
MA,02436,2,005
MA,02437,2,005
MA,02438,2,005
MA,02439,2,005
MA,02440,2,005
MA,02441,2,005
MA,02442,2,005
MA,02443,2,005
MA,02444,2,005
MA,02445,2,005
MA,02446,2,005
MA,02447,2,005
MA,02448,2,005
MA,02449,2,005
MA,02450,2,005
MA,02451,2,005
MA,02452,2,005
MA,02453,2,005
MA,02454,2,005
MA,02455,2,005
MA,02456,2,005
MA,02457,2,005
MA,02458,2,005
MA,02459,2,005
MA,02460,2,005
MA,02461,2,005
MA,02462,2,005
MA,02463,2,005
MA,02464,2,005
MA,02465,2,005
MA,02466,2,005
MA,02467,2,005
MA,02468,2,005
MA,02469,2,005
MA,02470,2,005
MA,02471,2,005
MA,02472,2,005
MA,02473,2,005
MA,02474,2,005
MA,02475,2,005
MA,02476,2,005
MA,02477,2,005
MA,02478,2,005
MA,02479,2,005
MA,02480,2,005
MA,02481,2,005
MA,02482,2,005
MA,02483,2,005
MA,02484,2,005
MA,02485,2,005
MA,02486,2,005
MA,02487,2,005
MA,02488,2,005
MA,02489,2,005
MA,02490,2,005
MA,02491,2,005
MA,02492,2,005
MA,02493,2,005
MA,02494,2,005
MA,02495,2,005
MA,02496,2,005
MA,02497,2,005
MA,02498,2,005
MA,02499,2,005
MA,02532,2,005
MA,02534,2,005
MA,02535,3,005
MA,02536,2,005
MA,02537,2,005
MA,02538,2,005
MA,02539,3,005
MA,02540,2,005
MA,02541,2,005
MA,02542,2,005
MA,02543,2,005
MA,02552,3,005
MA,02553,2,005
MA,02554,3,005
MA,02556,2,005
MA,02557,3,005
MA,02558,2,005
MA,02559,2,005
MA,02561,2,005
MA,02562,2,005
MA,02563,2,005
MA,02564,3,005
MA,02565,2,005
MA,02568,3,005
MA,02571,2,005
MA,02573,3,005
MA,02574,2,005
MA,02575,3,005
MA,02576,2,005
MA,02584,3,005
MA,02601,2,005
MA,02630,2,005
MA,02631,2,005
MA,02632,2,005
MA,02633,2,005
MA,02634,2,005
MA,02635,2,005
MA,02636,2,005
MA,02637,2,005
MA,02638,2,005
MA,02639,2,005
MA,02641,2,005
MA,02642,2,005
MA,02643,2,005
MA,02644,2,005
MA,02645,2,005
MA,02646,2,005
MA,02647,2,005
MA,02648,2,005
MA,02649,2,005
MA,02650,2,005
MA,02651,2,005
MA,02652,2,005
MA,02653,2,005
MA,02655,2,005
MA,02657,2,005
MA,02659,2,005
MA,02660,2,005
MA,02661,2,005
MA,02662,2,005
MA,02663,2,005
MA,02664,2,005
MA,02666,2,005
MA,02667,2,005
MA,02668,2,005
MA,02669,2,005
MA,02670,2,005
MA,02671,2,005
MA,02672,2,005
MA,02673,2,005
MA,02675,2,005
MA,02702,2,005
MA,02703,2,005
MA,02712,2,005
MA,02713,2,005
MA,02714,2,005
MA,02715,2,005
MA,02717,2,005
MA,02718,2,005
MA,02719,2,005
MA,02720,2,005
MA,02721,2,005
MA,02722,2,005
MA,02723,2,005
MA,02724,2,005
MA,02725,2,005
MA,02726,2,005
MA,02738,2,005
