zone,packagetype,total_cost,avg_weight,usps_pct,fedex_pct,p2p_pct,usps_avg,fedex_avg,p2p_avg
7,PIZZA BOX 12x8x1,18228.63,0.7,63.6,35.2,1.2,5.13,8.28,4.54
7,PIZZA BOX 36x24x2,34193.96,6.0,0.0,85.1,14.9,,14.0,5.62
7,WRAP 16''x12'',17176.25,1.3,42.8,24.6,32.6,7.21,8.86,4.72
7,PIZZA BOX 24x20x2,23952.87,4.3,4.9,63.6,31.5,13.56,11.8,5.08
7,PIZZA BOX 16x12x2,20834.87,2.2,29.2,66.7,4.1,10.11,8.89,4.88
7,PIZZA BOX 20x16x2,18980.27,3.3,30.7,38.3,31.0,11.49,10.09,4.91
7,PIZZA BOX 48X36X1,49834.95,7.9,0.0,100.0,0.0,,24.18,
7,PIZZA BOX 40x30x1,16444.43,3.4,11.4,88.6,0.0,13.64,11.31,
7,WRAP 24''x16'',12907.04,2.6,0.3,98.3,1.4,12.02,9.87,4.83
7,PIZZA BOX 42x32x2,28877.52,9.2,0.0,100.0,0.0,,22.94,
7,"CROSS PACKAGING 30X24""",7947.01,6.2,0.0,60.4,39.6,,12.15,5.15
7,PIZZA BOX 30x20x3,7347.73,5.8,0.0,68.5,31.5,,14.3,5.47
7,"21"" Tube",4810.68,0.6,55.6,43.0,1.5,7.53,8.46,4.75
7,PIZZA BOX 42x32x2 (2x strapped),12694.67,21.7,0.0,100.0,0.0,,34.88,
7,MUG BOX 16x12x8,3228.87,4.7,31.0,41.7,27.3,11.9,11.5,5.2
7,"26"" Tube",1681.9,0.8,55.5,10.9,33.6,7.59,9.28,4.72
7,POLY BAG 9x12,1662.44,0.8,46.5,51.9,1.6,5.3,8.3,4.72
7,MUG BOX 5x5x5,1583.31,0.9,62.0,36.3,1.7,5.81,8.28,4.56
7,MIXPIX BOX,1531.65,1.2,48.1,49.0,2.9,6.42,8.44,4.79
7,PIZZA BOX 40x30x2,3595.73,7.4,0.0,100.0,0.0,,19.98,
7,PIZZA BOX 36x24x2 (2x strapped),3163.73,15.2,0.0,81.5,18.5,,19.9,8.44
7,PIZZA BOX 27x23x2,1859.7,7.2,0.0,71.5,28.5,,14.31,5.39
7,"",1384.84,2.2,22.5,76.2,1.3,10.54,8.84,4.8
7,"CROSS PACKAGING 40X30""",2613.74,13.1,0.0,96.6,3.4,,18.28,7.23
7,PIZZA BOX 24x20x2 (2x strapped),1595.18,10.8,0.0,65.4,34.6,,15.54,6.09
7,"CROSS PACKAGING 49X30""",3274.1,17.5,0.0,100.0,0.0,,28.47,
7,BUBBLE MAILER 9x14,475.85,0.4,80.2,3.8,16.0,4.32,8.42,4.4
7,BOX 16x24x12,1641.69,10.6,0.0,66.7,33.3,,18.95,9.0
7,PIZZA BOX 42x32x2 (3x strapped),4421.96,43.1,0.0,100.0,0.0,,42.11,
7,"POLY BAG 14,5x19",855.19,3.9,31.9,33.0,35.1,11.85,10.62,5.16
7,PIZZA BOX 30x20x3 (2x strapped),1251.35,13.1,0.0,67.1,32.9,,20.32,8.6
7,MUG BOX 9x7x5,612.9,1.7,17.3,80.0,2.7,8.09,8.3,4.72
7,PIZZA BOX 36x24x2 (3x strapped),1088.36,22.1,0.0,77.2,22.8,,21.69,10.32
7,MUG BOX 16x6x4,432.61,2.6,25.5,72.3,2.1,10.76,8.78,4.89
7,Carpet Box 22x4x4,391.54,1.4,9.3,86.0,4.7,12.19,9.01,4.72
7,MIXPIX BOX_(2),345.3,2.4,35.9,48.7,15.4,9.68,9.5,4.89
7,PIZZA BOX 40x30x2 (3x strapped),1365.87,28.4,0.0,100.0,0.0,,35.94,
7,POLY BAG 12x15,194.69,0.7,91.9,5.4,2.7,5.1,8.3,4.8
7,PIZZA BOX 40x30x2 (2x strapped),1000.67,19.7,0.0,100.0,0.0,,31.27,
7,WRAP 36''x24'' [x2],398.96,6.4,0.0,70.8,29.2,,19.56,9.5
7,PIZZA BOX 24x20x2 (3x strapped),395.78,16.8,0.0,79.2,20.8,,18.84,7.56
7,"CROSS PACKAGING 40X40""",598.88,17.5,0.0,100.0,0.0,,26.04,
7,WRAP 36''x24'',253.66,9.2,0.0,59.1,40.9,,15.22,6.2
7,PIZZA BOX 27x23x2 (2x strapped),359.22,18.6,0.0,76.2,23.8,,20.03,7.73
7,MIXPIX BOX_(4),98.09,0.5,90.0,10.0,0.0,4.53,8.3,
7,PIZZA BOX 27x23x2 (3x strapped),173.08,27.7,0.0,70.0,30.0,,20.38,10.14
7,WRAP 27''x23'',90.38,7.5,0.0,87.5,12.5,,12.17,5.16
7,PIZZA BOX 30x20x3 (3x strapped),124.73,26.9,0.0,100.0,0.0,,20.79,
7,WRAP 40''x30'',96.17,7.2,0.0,100.0,0.0,,16.03,
7,Carpet Box 37x5x5,44.76,4.1,0.0,50.0,50.0,,9.94,4.98
7,WRAP 36''x24'' [x3],26.28,38.3,0.0,100.0,0.0,,26.28,
8,PIZZA BOX 20x16x1,86953.12,1.3,26.9,8.1,65.0,8.3,9.36,4.82
8,PIZZA BOX 12x8x1,46188.74,0.7,36.5,54.8,8.7,5.5,8.27,4.59
8,WRAP 16''x12'',34677.24,1.3,27.7,7.4,64.9,8.2,9.33,4.75
8,PIZZA BOX 16x12x2,36209.49,2.2,21.1,13.1,65.8,11.14,9.69,4.83
8,PIZZA BOX 24x20x2,41513.38,4.3,1.3,36.1,62.5,14.84,13.15,5.11
8,PIZZA BOX 36x24x2,59806.38,6.0,0.0,71.4,28.6,,14.98,5.62
8,PIZZA BOX 20x16x2,33894.65,3.3,20.1,17.9,62.0,12.53,11.56,4.94
8,PIZZA BOX 48X36X1,94394.09,7.9,0.0,100.0,0.0,,26.92,
8,WRAP 24''x16'',20859.0,2.6,0.2,30.5,69.3,12.98,11.41,4.82
8,PIZZA BOX 40x30x1,34268.62,3.4,2.5,97.5,0.0,14.42,12.18,
8,PIZZA BOX 42x32x2,53951.51,9.2,0.0,100.0,0.0,,23.95,
8,"CROSS PACKAGING 30X24""",16693.85,6.0,0.0,31.7,68.3,,13.39,5.18
8,"21"" Tube",11940.45,0.6,25.7,64.2,10.0,7.67,8.54,4.8
8,PIZZA BOX 30x20x3,12140.13,5.3,0.0,35.2,64.8,,15.93,5.49
8,POLY BAG 9x12,6496.99,0.8,26.8,65.4,7.8,5.9,8.43,4.78
8,MUG BOX 16x12x8,5778.3,4.7,17.4,20.9,61.7,12.88,13.48,5.24
8,MUG BOX 5x5x5,4686.4,0.9,28.4,63.6,8.0,6.21,8.27,4.65
8,"26"" Tube",3448.7,0.7,25.0,4.2,70.8,7.84,11.27,4.75
8,PIZZA BOX 42x32x2 (2x strapped),19569.21,21.4,0.0,100.0,0.0,,38.0,
8,MIXPIX BOX,3849.67,1.2,23.5,64.1,12.4,7.28,8.57,4.84
8,"",2395.43,2.2,15.0,9.7,75.3,11.73,9.28,4.82
8,PIZZA BOX 40x30x2,7334.25,7.5,0.0,100.0,0.0,,20.49,
8,PIZZA BOX 27x23x2,2894.19,7.2,0.0,38.5,61.5,,15.37,5.47
8,PIZZA BOX 24x20x2 (2x strapped),3200.71,10.7,0.0,45.2,54.8,,16.83,6.12
8,"POLY BAG 14,5x19",2056.3,3.9,16.4,9.8,73.8,13.33,11.99,5.18
8,"CROSS PACKAGING 40X30""",5299.85,12.8,0.0,94.6,5.4,,19.65,6.13
8,BUBBLE MAILER 9x14,1446.34,0.5,72.9,16.8,10.3,4.73,8.29,4.42
8,BOX 16x24x12,3605.95,9.9,0.0,34.6,65.4,,21.53,9.11
8,MUG BOX 9x7x5,2077.32,1.8,19.5,72.1,8.4,9.2,8.43,4.78
8,PIZZA BOX 36x24x2 (2x strapped),3361.13,15.2,0.0,39.0,61.0,,23.99,8.52
8,"CROSS PACKAGING 49X30""",6810.48,17.9,0.0,100.0,0.0,,31.97,
8,PIZZA BOX 30x20x3 (2x strapped),2427.81,10.5,0.0,28.1,71.9,,22.09,8.6
8,MUG BOX 16x6x4,1386.27,2.9,16.0,31.4,52.7,11.71,9.38,4.87
8,PIZZA BOX 42x32x2 (3x strapped),6975.84,38.8,0.0,100.0,0.0,,42.8,
8,Carpet Box 22x4x4,1211.41,1.4,0.0,91.4,8.6,,9.02,4.77
8,PIZZA BOX 36x24x2 (3x strapped),2546.42,24.6,0.0,62.7,37.3,,28.2,10.45
8,POLY BAG 12x15,575.32,0.6,31.2,5.5,63.3,5.84,8.56,4.72
8,PIZZA BOX 40x30x2 (2x strapped),2435.67,17.9,0.0,100.0,0.0,,33.83,
8,MIXPIX BOX_(2),423.69,2.4,10.0,8.6,81.4,11.58,10.49,4.91
8,WRAP 36''x24'' [x2],928.82,8.8,0.0,32.3,67.7,,26.37,9.56
8,PIZZA BOX 40x30x2 (3x strapped),2243.53,34.7,0.0,100.0,0.0,,40.06,
8,PIZZA BOX 24x20x2 (3x strapped),673.24,16.3,0.0,41.2,58.8,,20.77,7.9
8,Carpet Box 37x5x5,276.0,3.5,0.0,13.3,86.7,,13.28,5.03
8,"CROSS PACKAGING 40X40""",1163.21,17.4,0.0,100.0,0.0,,27.7,
8,MIXPIX BOX_(4),264.18,0.8,53.7,34.1,12.2,5.55,8.43,4.81
8,WRAP 36''x24'',319.15,11.0,0.0,34.4,65.6,,16.49,6.56
8,PIZZA BOX 27x23x2 (2x strapped),333.61,16.0,0.0,26.7,73.3,,20.74,7.62
8,WRAP 27''x23'',166.11,6.3,0.0,15.4,84.6,,12.86,5.21
8,PIZZA BOX 30x20x3 (3x strapped),403.69,25.5,0.0,70.0,30.0,,24.0,11.29
8,WRAP 40''x30'',128.42,6.3,0.0,100.0,0.0,,18.35,
8,WRAP 36''x24'' [x3],187.39,36.4,0.0,100.0,0.0,,31.23,
8,PIZZA BOX 27x23x2 (3x strapped),45.13,24.7,0.0,33.3,66.7,,24.09,10.52
9,PIZZA BOX 20x16x1,437.49,1.0,36.7,0.0,63.3,4.72,,4.94
9,PIZZA BOX 48X36X1,4628.19,8.3,0.0,100.0,0.0,,52.0,
9,PIZZA BOX 36x24x2,507.92,6.6,51.0,0.0,49.0,14.06,,5.69
9,WRAP 24''x16'',212.51,2.6,0.0,0.0,100.0,,,4.94
9,PIZZA BOX 24x20x2,209.08,4.3,11.1,0.0,88.9,10.54,,5.22
9,PIZZA BOX 20x16x2,164.58,3.5,3.1,0.0,96.9,7.38,,5.07
9,"CROSS PACKAGING 30X24""",176.66,6.1,3.1,0.0,96.9,12.09,,5.31
9,PIZZA BOX 12x8x1,112.58,0.8,69.2,0.0,30.8,4.16,,4.72
9,WRAP 16''x12'',129.0,1.4,7.7,0.0,92.3,5.88,,4.89
9,PIZZA BOX 42x32x2,993.15,9.4,0.0,100.0,0.0,,47.29,
9,PIZZA BOX 16x12x2,104.1,2.5,0.0,0.0,100.0,,,4.96
9,PIZZA BOX 30x20x3,106.91,5.9,0.0,0.0,100.0,,,5.63
9,PIZZA BOX 40x30x1,224.7,3.8,100.0,0.0,0.0,12.48,,
9,MUG BOX 16x12x8,47.79,3.6,0.0,0.0,100.0,,,5.31
9,PIZZA BOX 42x32x2 (2x strapped),365.31,22.9,0.0,0.0,100.0,,,40.59
9,"",39.52,2.2,0.0,0.0,100.0,,,4.94
9,PIZZA BOX 27x23x2,44.3,7.5,0.0,0.0,100.0,,,5.54
9,"21"" Tube",24.35,0.7,0.0,0.0,100.0,,,4.87
9,PIZZA BOX 42x32x2 (3x strapped),187.08,39.4,0.0,0.0,100.0,,,46.77
9,"26"" Tube",19.48,0.6,0.0,0.0,100.0,,,4.87
9,PIZZA BOX 24x20x2 (2x strapped),18.33,8.8,0.0,0.0,100.0,,,6.11
9,PIZZA BOX 30x20x3 (2x strapped),26.31,13.0,0.0,0.0,100.0,,,8.77
9,"POLY BAG 14,5x19",15.93,4.6,0.0,0.0,100.0,,,5.31
9,MUG BOX 5x5x5,14.04,0.9,66.7,0.0,33.3,4.67,,4.7
9,BOX 16x24x12,27.81,9.2,0.0,0.0,100.0,,,9.27
9,PIZZA BOX 40x30x2,94.01,6.2,66.7,33.3,0.0,23.57,46.87,
9,PIZZA BOX 40x30x2 (2x strapped),128.09,16.5,0.0,50.0,50.0,,87.5,40.59
9,MUG BOX 16x6x4,9.88,2.9,0.0,0.0,100.0,,,4.94
9,PIZZA BOX 36x24x2 (3x strapped),55.94,24.4,0.0,0.0,100.0,,,27.97
9,"CROSS PACKAGING 49X30""",131.85,17.5,0.0,100.0,0.0,,65.93,
9,"CROSS PACKAGING 40X30""",29.9,12.1,100.0,0.0,0.0,14.95,,
9,WRAP 36''x24'' [x2],19.6,5.6,0.0,0.0,100.0,,,9.8
9,MIXPIX BOX_(2),5.03,2.3,0.0,0.0,100.0,,,5.03
9,MIXPIX BOX,4.87,1.4,0.0,0.0,100.0,,,4.87
9,"CROSS PACKAGING 40X40""",61.17,15.9,0.0,100.0,0.0,,61.17,
9,PIZZA BOX 36x24x2 (2x strapped),8.38,14.9,0.0,0.0,100.0,,,8.38
9,BUBBLE MAILER 9x14,4.38,0.3,100.0,0.0,0.0,4.38,,
9,POLY BAG 12x15,4.94,0.6,0.0,0.0,100.0,,,4.94
9,Carpet Box 37x5x5,5.12,4.1,0.0,0.0,100.0,,,5.12
9,PIZZA BOX 40x30x2 (3x strapped),46.74,36.6,0.0,0.0,100.0,,,46.74
