zone,packagetype,total_ships,total_cost,avg_weight_lbs,usps_ships,usps_pct,usps_cost,usps_avg,fedex_ships,fedex_pct,fedex_cost,fedex_avg,p2p_ships,p2p_pct,p2p_cost,p2p_avg,fedex_sp_ships,fedex_hd_ships
5,"POLY BAG 14,5x19",541,3464.72,3.74,119,22.0,1154.29,9.7,59,10.9,584.85,9.91,363,67.1,1725.58,4.75,59,0
5,BUBBLE MAILER 9x14,475,1920.11,0.47,369,77.7,1480.56,4.01,0,0.0,0.0,,106,22.3,439.55,4.15,0,0
5,PIZZA BOX 24x20x2 (2x strapped),449,3916.46,10.95,4,0.9,59.76,14.94,183,40.8,2378.9,13.0,262,58.4,1477.8,5.64,21,162
5,BOX 16x24x12,431,5418.06,9.6,0,0.0,0.0,,315,73.1,4454.25,14.14,116,26.9,963.81,8.31,6,309
5,PIZZA BOX 40x30x2,393,5590.96,7.69,4,1.0,56.74,14.18,389,99.0,5534.22,14.23,0,0.0,0.0,,204,185
5,PIZZA BOX 36x24x2 (2x strapped),358,4546.34,16.09,0,0.0,0.0,,217,60.6,3482.96,16.05,141,39.4,1063.38,7.54,39,178
5,PIZZA BOX 30x20x3 (2x strapped),351,3974.56,11.11,0,0.0,0.0,,160,45.6,2479.43,15.5,191,54.4,1495.13,7.83,3,157
5,PIZZA BOX 42x32x2 (3x strapped),345,10580.89,37.31,0,0.0,0.0,,345,100.0,10580.89,30.67,0,0.0,0.0,,14,331
5,"CROSS PACKAGING 40X30""",341,4761.45,13.2,3,0.9,44.55,14.85,320,93.8,4619.45,14.44,18,5.3,97.45,5.41,121,199
5,MUG BOX 9x7x5,339,1832.09,1.77,106,31.3,793.16,7.48,6,1.8,49.52,8.25,227,67.0,989.41,4.36,6,0
5,MUG BOX 16x6x4,267,1673.79,2.97,63,23.6,555.8,8.82,51,19.1,437.72,8.58,153,57.3,680.27,4.45,50,1
5,Carpet Box 22x4x4,265,1644.21,1.39,46,17.4,491.49,10.68,46,17.4,400.03,8.7,173,65.3,752.69,4.35,43,3
5,PIZZA BOX 36x24x2 (3x strapped),203,3577.21,24.91,0,0.0,0.0,,191,94.1,3463.61,18.13,12,5.9,113.6,9.47,5,186
5,POLY BAG 12x15,201,898.46,0.67,161,80.1,717.61,4.46,2,1.0,17.29,8.64,38,18.9,163.56,4.3,2,0
5,WRAP 36''x24'' [x2],143,1953.69,8.49,0,0.0,0.0,,110,76.9,1668.8,15.17,33,23.1,284.89,8.63,1,109
5,MIXPIX BOX_(2),116,673.72,2.39,36,31.0,296.05,8.22,4,3.4,34.57,8.64,76,65.5,343.1,4.51,4,0
5,PIZZA BOX 40x30x2 (3x strapped),115,3252.99,32.53,0,0.0,0.0,,115,100.0,3252.99,28.29,0,0.0,0.0,,12,103
5,"CROSS PACKAGING 40X40""",114,2083.5,16.82,0,0.0,0.0,,114,100.0,2083.5,18.28,0,0.0,0.0,,111,3
5,PIZZA BOX 40x30x2 (2x strapped),94,2111.26,16.65,0,0.0,0.0,,94,100.0,2111.26,22.46,0,0.0,0.0,,51,43
5,WRAP 36''x24'',89,804.44,9.18,1,1.1,16.4,16.4,40,44.9,523.97,13.1,48,53.9,264.07,5.5,7,33
5,PIZZA BOX 24x20x2 (3x strapped),87,912.81,16.59,0,0.0,0.0,,39,44.8,575.56,14.76,48,55.2,337.25,7.03,5,34
5,Carpet Box 37x5x5,82,592.73,3.64,8,9.8,97.47,12.18,29,35.4,289.16,9.97,45,54.9,206.1,4.58,29,0
5,MIXPIX BOX_(4),64,267.12,0.52,63,98.4,262.68,4.17,0,0.0,0.0,,1,1.6,4.44,4.44,0,0
5,WRAP 27''x23'',51,400.96,5.85,5,9.8,67.06,13.41,16,31.4,191.1,11.94,30,58.8,142.8,4.76,16,0
5,PIZZA BOX 27x23x2 (2x strapped),45,538.49,17.39,0,0.0,0.0,,29,64.4,423.19,14.59,16,35.6,115.3,7.21,0,29
5,PIZZA BOX 30x20x3 (3x strapped),38,583.72,27.15,0,0.0,0.0,,37,97.4,573.54,15.5,1,2.6,10.18,10.18,0,37
5,WRAP 40''x30'',13,193.19,6.21,0,0.0,0.0,,13,100.0,193.19,14.86,0,0.0,0.0,,2,11
5,PIZZA BOX 27x23x2 (3x strapped),10,146.15,24.25,0,0.0,0.0,,9,90.0,137.29,15.25,1,10.0,8.86,8.86,0,9
5,WRAP 36''x24'' [x3],7,113.73,33.05,0,0.0,0.0,,7,100.0,113.73,16.25,0,0.0,0.0,,0,7
6,PIZZA BOX 20x16x1,6038,39247.07,1.29,3698,61.2,27127.35,7.34,403,6.7,3448.47,8.56,1937,32.1,8671.25,4.48,403,0
6,PIZZA BOX 12x8x1,2782,13354.56,0.68,1806,64.9,9016.41,4.99,56,2.0,466.05,8.32,920,33.1,3872.1,4.21,56,0
6,WRAP 16''x12'',2380,15423.27,1.31,1464,61.5,10534.34,7.2,208,8.7,1774.74,8.53,708,29.7,3114.19,4.4,208,0
6,PIZZA BOX 24x20x2,2289,21401.28,4.3,148,6.5,1858.46,12.56,1492,65.2,16476.23,11.04,649,28.4,3066.59,4.73,1476,16
6,PIZZA BOX 16x12x2,2256,16815.4,2.24,882,39.1,7994.3,9.06,647,28.7,5558.79,8.59,727,32.2,3262.31,4.49,643,4
6,PIZZA BOX 36x24x2,2166,25341.8,6.14,0,0.0,0.0,,1861,85.9,23761.9,12.77,305,14.1,1579.9,5.18,49,1812
6,PIZZA BOX 20x16x2,2023,17115.05,3.24,678,33.5,7177.68,10.59,777,38.4,7337.39,9.44,568,28.1,2599.98,4.58,761,16
6,PIZZA BOX 48X36X1,1597,32532.76,7.87,0,0.0,0.0,,1597,100.0,32532.76,20.37,0,0.0,0.0,,1596,1
6,PIZZA BOX 40x30x1,1286,14146.54,3.52,149,11.6,1890.52,12.69,1137,88.4,12256.02,10.78,0,0.0,0.0,,1093,44
6,WRAP 24''x16'',1258,9888.67,2.62,111,8.8,1390.28,12.53,675,53.7,6384.73,9.46,472,37.5,2113.66,4.48,670,5
6,PIZZA BOX 42x32x2,1013,19267.05,9.23,0,0.0,0.0,,1013,100.0,19267.05,19.02,0,0.0,0.0,,1012,1
6,"CROSS PACKAGING 30X24""",863,7919.26,6.19,1,0.1,17.25,17.25,566,65.6,6480.79,11.45,296,34.3,1421.22,4.8,494,72
6,"21"" Tube",622,4435.11,0.71,338,54.3,2512.48,7.43,165,26.5,1401.64,8.49,119,19.1,520.99,4.38,164,1
6,PIZZA BOX 30x20x3,580,5927.43,5.72,0,0.0,0.0,,375,64.7,4879.99,13.01,205,35.3,1047.44,5.11,9,366
6,PIZZA BOX 42x32x2 (2x strapped),270,8274.13,21.12,0,0.0,0.0,,270,100.0,8274.13,30.64,0,0.0,0.0,,144,126
6,"26"" Tube",246,1597.27,0.75,137,55.7,1043.14,7.61,18,7.3,153.66,8.54,91,37.0,400.47,4.4,18,0
6,MUG BOX 16x12x8,237,2186.33,4.86,91,38.4,1011.8,11.12,83,35.0,870.56,10.49,63,26.6,303.97,4.82,69,14
6,POLY BAG 9x12,236,1194.52,0.84,136,57.6,686.82,5.05,18,7.6,148.82,8.27,82,34.7,358.88,4.38,18,0
6,MUG BOX 5x5x5,217,1121.55,0.89,146,67.3,819.35,5.61,0,0.0,0.0,,71,32.7,302.2,4.26,0,0
6,"",179,1286.67,2.2,33,18.4,311.94,9.45,80,44.7,681.35,8.52,66,36.9,293.38,4.45,80,0
6,MIXPIX BOX,154,908.65,1.24,72,46.8,449.86,6.25,24,15.6,203.01,8.46,58,37.7,255.78,4.41,24,0
6,PIZZA BOX 27x23x2,147,1685.88,7.35,0,0.0,0.0,,111,75.5,1502.37,13.53,36,24.5,183.51,5.1,8,103
6,PIZZA BOX 40x30x2,142,2414.28,7.59,0,0.0,0.0,,142,100.0,2414.28,17.0,0,0.0,0.0,,95,47
6,PIZZA BOX 24x20x2 (2x strapped),140,1667.79,10.64,0,0.0,0.0,,115,82.1,1524.99,13.26,25,17.9,142.8,5.71,3,112
6,"CROSS PACKAGING 40X30""",137,2240.93,12.84,0,0.0,0.0,,134,97.8,2220.49,16.57,3,2.2,20.44,6.81,60,74
6,BOX 16x24x12,108,1571.44,9.51,0,0.0,0.0,,79,73.1,1330.9,16.85,29,26.9,240.54,8.29,0,79
6,BUBBLE MAILER 9x14,105,463.39,0.44,93,88.6,405.03,4.36,2,1.9,16.51,8.25,10,9.5,41.85,4.19,2,0
6,PIZZA BOX 30x20x3 (2x strapped),102,1417.45,11.35,0,0.0,0.0,,70,68.6,1164.09,16.63,32,31.4,253.36,7.92,0,70
6,"CROSS PACKAGING 49X30""",99,2462.32,17.4,0,0.0,0.0,,99,100.0,2462.32,24.87,0,0.0,0.0,,99,0
6,"POLY BAG 14,5x19",98,838.28,3.96,24,24.5,276.63,11.53,40,40.8,398.01,9.95,34,34.7,163.64,4.81,40,0
6,PIZZA BOX 36x24x2 (2x strapped),84,1328.45,14.88,0,0.0,0.0,,69,82.1,1213.05,17.58,15,17.9,115.4,7.69,0,69
6,MUG BOX 9x7x5,72,523.46,1.72,30,41.7,242.55,8.08,25,34.7,206.6,8.26,17,23.6,74.31,4.37,25,0
6,PIZZA BOX 36x24x2 (3x strapped),63,1268.93,24.96,0,0.0,0.0,,59,93.7,1230.21,20.85,4,6.3,38.72,9.68,0,59
6,MUG BOX 16x6x4,61,466.72,2.91,20,32.8,197.6,9.88,21,34.4,179.07,8.53,20,32.8,90.05,4.5,21,0
6,PIZZA BOX 42x32x2 (3x strapped),56,1965.42,37.67,0,0.0,0.0,,56,100.0,1965.42,35.1,0,0.0,0.0,,0,56
6,Carpet Box 22x4x4,46,338.05,1.39,6,13.0,69.84,11.64,24,52.2,198.08,8.25,16,34.8,70.13,4.38,24,0
6,PIZZA BOX 40x30x2 (3x strapped),40,1323.13,34.16,0,0.0,0.0,,40,100.0,1323.13,33.08,0,0.0,0.0,,4,36
6,WRAP 36''x24'',32,348.23,8.94,0,0.0,0.0,,23,71.9,300.97,13.09,9,28.1,47.26,5.25,2,21
6,PIZZA BOX 24x20x2 (3x strapped),32,423.36,16.11,0,0.0,0.0,,23,71.9,360.44,15.67,9,28.1,62.92,6.99,0,23
6,MIXPIX BOX_(2),30,223.12,2.36,10,33.3,93.34,9.33,9,30.0,79.88,8.88,11,36.7,49.9,4.54,9,0
6,WRAP 36''x24'' [x2],27,439.19,8.1,0,0.0,0.0,,23,85.2,404.15,17.57,4,14.8,35.04,8.76,0,23
6,PIZZA BOX 40x30x2 (2x strapped),25,658.61,14.61,0,0.0,0.0,,25,100.0,658.61,26.34,0,0.0,0.0,,11,14
6,POLY BAG 12x15,24,117.8,0.56,15,62.5,79.14,5.28,0,0.0,0.0,,9,37.5,38.66,4.3,0,0
6,"CROSS PACKAGING 40X40""",24,529.04,17.05,0,0.0,0.0,,24,100.0,529.04,22.04,0,0.0,0.0,,24,0
6,MIXPIX BOX_(4),21,106.32,0.84,18,85.7,93.13,5.17,0,0.0,0.0,,3,14.3,13.19,4.4,0,0
6,WRAP 27''x23'',16,155.36,6.31,0,0.0,0.0,,11,68.8,131.2,11.93,5,31.2,24.16,4.83,11,0
6,Carpet Box 37x5x5,14,130.4,3.43,3,21.4,37.61,12.54,6,42.9,69.49,11.58,5,35.7,23.3,4.66,6,0
6,PIZZA BOX 27x23x2 (2x strapped),10,131.28,14.92,0,0.0,0.0,,7,70.0,109.14,15.59,3,30.0,22.14,7.38,0,7
6,PIZZA BOX 27x23x2 (3x strapped),6,97.54,26.2,0,0.0,0.0,,5,83.3,88.68,17.74,1,16.7,8.86,8.86,0,5
6,WRAP 40''x30'',3,43.65,5.95,0,0.0,0.0,,3,100.0,43.65,14.55,0,0.0,0.0,,0,3
6,PIZZA BOX 30x20x3 (3x strapped),1,18.4,28.23,0,0.0,0.0,,1,100.0,18.4,18.4,0,0.0,0.0,,0,1
7,PIZZA BOX 20x16x1,6330,51474.18,1.31,2735,43.2,20152.34,7.37,3471,54.8,30722.5,8.85,124,2.0,599.34,4.83,3469,2
7,PIZZA BOX 12x8x1,2926,18228.63,0.69,1861,63.6,9538.81,5.13,1030,35.2,8531.06,8.28,35,1.2,158.76,4.54,1030,0
7,PIZZA BOX 36x24x2,2680,34193.96,6.04,0,0.0,0.0,,2282,85.1,31959.03,14.0,398,14.9,2234.93,5.62,48,2234
7,WRAP 16''x12'',2525,17176.25,1.3,1081,42.8,7792.65,7.21,620,24.6,5492.81,8.86,824,32.6,3890.79,4.72,617,3
7,PIZZA BOX 24x20x2,2451,23952.87,4.3,121,4.9,1641.2,13.56,1559,63.6,18393.54,11.8,771,31.5,3918.13,5.08,1462,97
7,PIZZA BOX 16x12x2,2295,20834.87,2.21,669,29.2,6760.64,10.11,1531,66.7,13610.67,8.89,95,4.1,463.56,4.88,1523,8
7,PIZZA BOX 20x16x2,2129,18980.27,3.26,654,30.7,7511.35,11.49,816,38.3,8230.1,10.09,659,31.0,3238.82,4.91,808,8
7,PIZZA BOX 48X36X1,2061,49834.95,7.88,0,0.0,0.0,,2061,100.0,49834.95,24.18,0,0.0,0.0,,2059,2
7,PIZZA BOX 40x30x1,1421,16444.43,3.39,162,11.4,2209.26,13.64,1259,88.6,14235.17,11.31,0,0.0,0.0,,1216,43
7,WRAP 24''x16'',1317,12907.04,2.62,4,0.3,48.08,12.02,1294,98.3,12767.13,9.87,19,1.4,91.83,4.83,1290,4
7,PIZZA BOX 42x32x2,1259,28877.52,9.17,0,0.0,0.0,,1259,100.0,28877.52,22.94,0,0.0,0.0,,1256,3
7,"CROSS PACKAGING 30X24""",847,7947.01,6.19,0,0.0,0.0,,512,60.4,6221.45,12.15,335,39.6,1725.56,5.15,434,78
7,PIZZA BOX 30x20x3,638,7347.73,5.81,0,0.0,0.0,,437,68.5,6248.24,14.3,201,31.5,1099.49,5.47,1,436
7,"21"" Tube",610,4810.68,0.63,339,55.6,2551.08,7.53,262,43.0,2216.87,8.46,9,1.5,42.73,4.75,262,0
7,PIZZA BOX 42x32x2 (2x strapped),364,12694.67,21.7,0,0.0,0.0,,364,100.0,12694.67,34.88,0,0.0,0.0,,187,177
7,MUG BOX 16x12x8,326,3228.87,4.72,101,31.0,1201.9,11.9,136,41.7,1564.37,11.5,89,27.3,462.6,5.2,126,10
7,"26"" Tube",247,1681.9,0.76,137,55.5,1039.48,7.59,27,10.9,250.66,9.28,83,33.6,391.76,4.72,27,0
7,POLY BAG 9x12,243,1662.44,0.83,113,46.5,598.37,5.3,126,51.9,1045.19,8.3,4,1.6,18.88,4.72,126,0
7,MUG BOX 5x5x5,237,1583.31,0.89,147,62.0,853.39,5.81,86,36.3,711.68,8.28,4,1.7,18.24,4.56,86,0
7,MIXPIX BOX,208,1531.65,1.21,100,48.1,641.6,6.42,102,49.0,861.3,8.44,6,2.9,28.75,4.79,102,0
7,PIZZA BOX 40x30x2,180,3595.73,7.43,0,0.0,0.0,,180,100.0,3595.73,19.98,0,0.0,0.0,,118,62
7,PIZZA BOX 36x24x2 (2x strapped),178,3163.73,15.2,0,0.0,0.0,,145,81.5,2885.14,19.9,33,18.5,278.59,8.44,1,144
7,PIZZA BOX 27x23x2,158,1859.7,7.21,0,0.0,0.0,,113,71.5,1616.97,14.31,45,28.5,242.73,5.39,9,104
7,"",151,1384.84,2.2,34,22.5,358.23,10.54,115,76.2,1017.01,8.84,2,1.3,9.6,4.8,115,0
7,"CROSS PACKAGING 40X30""",146,2613.74,13.13,0,0.0,0.0,,141,96.6,2577.6,18.28,5,3.4,36.14,7.23,41,100
7,PIZZA BOX 24x20x2 (2x strapped),130,1595.18,10.84,0,0.0,0.0,,85,65.4,1320.99,15.54,45,34.6,274.19,6.09,0,85
7,"CROSS PACKAGING 49X30""",115,3274.1,17.51,0,0.0,0.0,,115,100.0,3274.1,28.47,0,0.0,0.0,,96,19
7,BUBBLE MAILER 9x14,106,475.85,0.4,85,80.2,367.36,4.32,4,3.8,33.69,8.42,17,16.0,74.8,4.4,4,0
7,PIZZA BOX 42x32x2 (3x strapped),105,4421.96,43.06,0,0.0,0.0,,105,100.0,4421.96,42.11,0,0.0,0.0,,0,105
7,BOX 16x24x12,105,1641.69,10.56,0,0.0,0.0,,70,66.7,1326.8,18.95,35,33.3,314.89,9.0,0,70
7,"POLY BAG 14,5x19",94,855.19,3.92,30,31.9,355.54,11.85,31,33.0,329.37,10.62,33,35.1,170.28,5.16,31,0
7,PIZZA BOX 30x20x3 (2x strapped),76,1251.35,13.05,0,0.0,0.0,,51,67.1,1036.27,20.32,25,32.9,215.08,8.6,0,51
7,MUG BOX 9x7x5,75,612.9,1.74,13,17.3,105.2,8.09,60,80.0,498.26,8.3,2,2.7,9.44,4.72,60,0
7,PIZZA BOX 36x24x2 (3x strapped),57,1088.36,22.12,0,0.0,0.0,,44,77.2,954.2,21.69,13,22.8,134.16,10.32,0,44
7,MUG BOX 16x6x4,47,432.61,2.63,12,25.5,129.15,10.76,34,72.3,298.57,8.78,1,2.1,4.89,4.89,34,0
7,Carpet Box 22x4x4,43,391.54,1.39,4,9.3,48.78,12.19,37,86.0,333.32,9.01,2,4.7,9.44,4.72,37,0
7,MIXPIX BOX_(2),39,345.3,2.42,14,35.9,135.52,9.68,19,48.7,180.44,9.5,6,15.4,29.34,4.89,19,0
7,PIZZA BOX 40x30x2 (3x strapped),38,1365.87,28.43,0,0.0,0.0,,38,100.0,1365.87,35.94,0,0.0,0.0,,5,33
7,POLY BAG 12x15,37,194.69,0.66,34,91.9,173.3,5.1,2,5.4,16.59,8.3,1,2.7,4.8,4.8,2,0
7,PIZZA BOX 40x30x2 (2x strapped),32,1000.67,19.71,0,0.0,0.0,,32,100.0,1000.67,31.27,0,0.0,0.0,,14,18
7,PIZZA BOX 24x20x2 (3x strapped),24,395.78,16.8,0,0.0,0.0,,19,79.2,357.98,18.84,5,20.8,37.8,7.56,0,19
7,WRAP 36''x24'' [x2],24,398.96,6.42,0,0.0,0.0,,17,70.8,332.46,19.56,7,29.2,66.5,9.5,0,17
7,"CROSS PACKAGING 40X40""",23,598.88,17.54,0,0.0,0.0,,23,100.0,598.88,26.04,0,0.0,0.0,,23,0
7,WRAP 36''x24'',22,253.66,9.21,0,0.0,0.0,,13,59.1,197.89,15.22,9,40.9,55.77,6.2,0,13
7,PIZZA BOX 27x23x2 (2x strapped),21,359.22,18.64,0,0.0,0.0,,16,76.2,320.55,20.03,5,23.8,38.67,7.73,0,16
7,MIXPIX BOX_(4),20,98.09,0.46,18,90.0,81.5,4.53,2,10.0,16.59,8.3,0,0.0,0.0,,2,0
7,PIZZA BOX 27x23x2 (3x strapped),10,173.08,27.71,0,0.0,0.0,,7,70.0,142.67,20.38,3,30.0,30.41,10.14,0,7
7,WRAP 27''x23'',8,90.38,7.48,0,0.0,0.0,,7,87.5,85.22,12.17,1,12.5,5.16,5.16,7,0
7,PIZZA BOX 30x20x3 (3x strapped),6,124.73,26.93,0,0.0,0.0,,6,100.0,124.73,20.79,0,0.0,0.0,,0,6
7,WRAP 40''x30'',6,96.17,7.19,0,0.0,0.0,,6,100.0,96.17,16.03,0,0.0,0.0,,0,6
7,Carpet Box 37x5x5,6,44.76,4.08,0,0.0,0.0,,3,50.0,29.82,9.94,3,50.0,14.94,4.98,3,0
7,WRAP 36''x24'' [x3],1,26.28,38.25,0,0.0,0.0,,1,100.0,26.28,26.28,0,0.0,0.0,,0,1
8,PIZZA BOX 20x16x1,14193,86953.12,1.3,3811,26.9,31628.49,8.3,1156,8.1,10820.03,9.36,9226,65.0,44504.6,4.82,1151,5
8,PIZZA BOX 12x8x1,6656,46188.74,0.69,2430,36.5,13357.14,5.5,3648,54.8,30178.06,8.27,578,8.7,2653.54,4.59,3648,0
8,WRAP 16''x12'',5738,34677.24,1.31,1587,27.7,13008.16,8.2,425,7.4,3964.26,9.33,3726,64.9,17704.82,4.75,420,5
8,PIZZA BOX 16x12x2,5328,36209.49,2.2,1125,21.1,12527.02,11.14,696,13.1,6746.36,9.69,3507,65.8,16936.11,4.83,679,17
8,PIZZA BOX 24x20x2,5096,41513.38,4.28,68,1.3,1009.27,14.84,1841,36.1,24212.47,13.15,3187,62.5,16291.64,5.11,1657,184
8,PIZZA BOX 36x24x2,4861,59806.38,6.0,0,0.0,0.0,,3472,71.4,51998.15,14.98,1389,28.6,7808.23,5.62,46,3426
8,PIZZA BOX 20x16x2,4432,33894.65,3.27,890,20.1,11150.2,12.53,792,17.9,9157.94,11.56,2750,62.0,13586.51,4.94,751,41
8,PIZZA BOX 48X36X1,3506,94394.09,7.91,0,0.0,0.0,,3506,100.0,94394.09,26.92,0,0.0,0.0,,3496,10
8,WRAP 24''x16'',3047,20859.0,2.61,5,0.2,64.9,12.98,929,30.5,10600.88,11.41,2113,69.3,10193.22,4.82,922,7
8,PIZZA BOX 40x30x1,2801,34268.62,3.41,69,2.5,994.95,14.42,2732,97.5,33273.67,12.18,0,0.0,0.0,,2456,276
8,PIZZA BOX 42x32x2,2253,53951.51,9.18,0,0.0,0.0,,2253,100.0,53951.51,23.95,0,0.0,0.0,,2243,10
8,"CROSS PACKAGING 30X24""",2144,16693.85,6.01,0,0.0,0.0,,680,31.7,9106.16,13.39,1464,68.3,7587.69,5.18,574,106
8,"21"" Tube",1504,11940.45,0.62,387,25.7,2967.71,7.67,966,64.2,8248.13,8.54,151,10.0,724.61,4.8,966,0
8,PIZZA BOX 30x20x3,1324,12140.13,5.29,0,0.0,0.0,,466,35.2,7425.62,15.93,858,64.8,4714.51,5.49,3,463
8,POLY BAG 9x12,870,6496.99,0.83,233,26.8,1373.61,5.9,569,65.4,4798.14,8.43,68,7.8,325.24,4.78,569,0
8,MUG BOX 16x12x8,697,5778.3,4.74,121,17.4,1558.24,12.88,146,20.9,1968.48,13.48,430,61.7,2251.58,5.24,107,39
8,MUG BOX 5x5x5,634,4686.4,0.89,180,28.4,1118.06,6.21,403,63.6,3331.03,8.27,51,8.0,237.31,4.65,403,0
8,"26"" Tube",595,3448.7,0.67,149,25.0,1168.04,7.84,25,4.2,281.86,11.27,421,70.8,1998.8,4.75,18,7
8,PIZZA BOX 42x32x2 (2x strapped),515,19569.21,21.4,0,0.0,0.0,,515,100.0,19569.21,38.0,0,0.0,0.0,,7,508
8,MIXPIX BOX,493,3849.67,1.25,116,23.5,844.72,7.28,316,64.1,2709.66,8.57,61,12.4,295.29,4.84,316,0
8,"",381,2395.43,2.2,57,15.0,668.61,11.73,37,9.7,343.2,9.28,287,75.3,1383.62,4.82,37,0
8,PIZZA BOX 40x30x2,358,7334.25,7.47,0,0.0,0.0,,358,100.0,7334.25,20.49,0,0.0,0.0,,226,132
8,PIZZA BOX 27x23x2,312,2894.19,7.21,0,0.0,0.0,,120,38.5,1844.11,15.37,192,61.5,1050.08,5.47,9,111
8,PIZZA BOX 24x20x2 (2x strapped),292,3200.71,10.73,0,0.0,0.0,,132,45.2,2221.12,16.83,160,54.8,979.59,6.12,0,132
8,"POLY BAG 14,5x19",286,2056.3,3.86,47,16.4,626.45,13.33,28,9.8,335.83,11.99,211,73.8,1094.02,5.18,28,0
8,"CROSS PACKAGING 40X30""",280,5299.85,12.76,0,0.0,0.0,,265,94.6,5207.96,19.65,15,5.4,91.89,6.13,83,182
8,BUBBLE MAILER 9x14,273,1446.34,0.48,199,72.9,941.0,4.73,46,16.8,381.45,8.29,28,10.3,123.89,4.42,46,0
8,BOX 16x24x12,269,3605.95,9.86,0,0.0,0.0,,93,34.6,2002.74,21.53,176,65.4,1603.21,9.11,0,93
8,MUG BOX 9x7x5,251,2077.32,1.76,49,19.5,450.62,9.2,181,72.1,1526.3,8.43,21,8.4,100.4,4.78,181,0
8,PIZZA BOX 36x24x2 (2x strapped),231,3361.13,15.19,0,0.0,0.0,,90,39.0,2159.18,23.99,141,61.0,1201.95,8.52,1,89
8,"CROSS PACKAGING 49X30""",213,6810.48,17.88,0,0.0,0.0,,213,100.0,6810.48,31.97,0,0.0,0.0,,152,61
8,PIZZA BOX 30x20x3 (2x strapped),196,2427.81,10.53,0,0.0,0.0,,55,28.1,1215.05,22.09,141,71.9,1212.76,8.6,0,55
8,MUG BOX 16x6x4,188,1386.27,2.89,30,16.0,351.32,11.71,59,31.4,553.18,9.38,99,52.7,481.77,4.87,58,1
8,PIZZA BOX 42x32x2 (3x strapped),163,6975.84,38.76,0,0.0,0.0,,163,100.0,6975.84,42.8,0,0.0,0.0,,0,163
8,Carpet Box 22x4x4,140,1211.41,1.39,0,0.0,0.0,,128,91.4,1154.17,9.02,12,8.6,57.24,4.77,128,0
8,PIZZA BOX 36x24x2 (3x strapped),118,2546.42,24.57,0,0.0,0.0,,74,62.7,2086.72,28.2,44,37.3,459.7,10.45,0,74
8,POLY BAG 12x15,109,575.32,0.65,34,31.2,198.51,5.84,6,5.5,51.39,8.56,69,63.3,325.42,4.72,6,0
8,PIZZA BOX 40x30x2 (2x strapped),72,2435.67,17.86,0,0.0,0.0,,72,100.0,2435.67,33.83,0,0.0,0.0,,29,43
8,MIXPIX BOX_(2),70,423.69,2.39,7,10.0,81.04,11.58,6,8.6,62.94,10.49,57,81.4,279.71,4.91,6,0
8,WRAP 36''x24'' [x2],62,928.82,8.83,0,0.0,0.0,,20,32.3,527.42,26.37,42,67.7,401.4,9.56,0,20
8,PIZZA BOX 40x30x2 (3x strapped),56,2243.53,34.65,0,0.0,0.0,,56,100.0,2243.53,40.06,0,0.0,0.0,,0,56
8,PIZZA BOX 24x20x2 (3x strapped),51,673.24,16.33,0,0.0,0.0,,21,41.2,436.21,20.77,30,58.8,237.03,7.9,0,21
8,Carpet Box 37x5x5,45,276.0,3.48,0,0.0,0.0,,6,13.3,79.68,13.28,39,86.7,196.32,5.03,6,0
8,"CROSS PACKAGING 40X40""",42,1163.21,17.36,0,0.0,0.0,,42,100.0,1163.21,27.7,0,0.0,0.0,,40,2
8,MIXPIX BOX_(4),41,264.18,0.78,22,53.7,122.05,5.55,14,34.1,118.06,8.43,5,12.2,24.07,4.81,14,0
8,WRAP 36''x24'',32,319.15,11.05,0,0.0,0.0,,11,34.4,181.35,16.49,21,65.6,137.8,6.56,0,11
8,PIZZA BOX 27x23x2 (2x strapped),30,333.61,15.98,0,0.0,0.0,,8,26.7,165.91,20.74,22,73.3,167.7,7.62,0,8
8,WRAP 27''x23'',26,166.11,6.27,0,0.0,0.0,,4,15.4,51.42,12.86,22,84.6,114.69,5.21,4,0
8,PIZZA BOX 30x20x3 (3x strapped),20,403.69,25.49,0,0.0,0.0,,14,70.0,335.95,24.0,6,30.0,67.74,11.29,0,14
8,WRAP 40''x30'',7,128.42,6.33,0,0.0,0.0,,7,100.0,128.42,18.35,0,0.0,0.0,,0,7
8,WRAP 36''x24'' [x3],6,187.39,36.39,0,0.0,0.0,,6,100.0,187.39,31.23,0,0.0,0.0,,0,6
8,PIZZA BOX 27x23x2 (3x strapped),3,45.13,24.68,0,0.0,0.0,,1,33.3,24.09,24.09,2,66.7,21.04,10.52,0,1
9,PIZZA BOX 20x16x1,90,437.49,0.99,33,36.7,155.91,4.72,0,0.0,0.0,,57,63.3,281.58,4.94,0,0
9,PIZZA BOX 48X36X1,89,4628.19,8.29,0,0.0,0.0,,89,100.0,4628.19,52.0,0,0.0,0.0,,89,0
9,PIZZA BOX 36x24x2,51,507.92,6.6,26,51.0,365.58,14.06,0,0.0,0.0,,25,49.0,142.34,5.69,0,0
9,WRAP 24''x16'',43,212.51,2.58,0,0.0,0.0,,0,0.0,0.0,,43,100.0,212.51,4.94,0,0
9,PIZZA BOX 24x20x2,36,209.08,4.3,4,11.1,42.16,10.54,0,0.0,0.0,,32,88.9,166.92,5.22,0,0
9,PIZZA BOX 20x16x2,32,164.58,3.53,1,3.1,7.38,7.38,0,0.0,0.0,,31,96.9,157.2,5.07,0,0
