zip_code,das_type_hd,das_type_sp
30563,DAS,DAS
30564,DAS_EXTENDED,DAS_EXTENDED
30565,DAS,DAS
30567,DAS_EXTENDED,DAS_EXTENDED
30568,DAS_EXTENDED,DAS_EXTENDED
30571,DAS_EXTENDED,DAS_EXTENDED
30573,DAS_EXTENDED,
30575,DAS,DAS
30576,DAS_EXTENDED,DAS_EXTENDED
30577,DAS,DAS
30582,DAS_EXTENDED,DAS_EXTENDED
30598,DAS,
30619,DAS_EXTENDED,DAS_EXTENDED
30620,DAS,DAS
30621,DAS,DAS
30624,DAS_EXTENDED,
30625,DAS_EXTENDED,DAS_EXTENDED
30627,DAS_EXTENDED,DAS_EXTENDED
30628,DAS_EXTENDED,DAS
30629,DAS_EXTENDED,DAS_EXTENDED
30630,,DAS_EXTENDED
30631,DAS_EXTENDED,
30633,DAS_EXTENDED,DAS_EXTENDED
30634,DAS_REMOTE,
30635,DAS,DAS
30641,DAS_EXTENDED,DAS_EXTENDED
30642,DAS_EXTENDED,DAS_EXTENDED
30643,DAS,DAS
30646,DAS,DAS
30648,DAS_EXTENDED,DAS_EXTENDED
30650,DAS,DAS
30655,DAS,DAS
30656,DAS,DAS
30660,DAS_EXTENDED,DAS_EXTENDED
30662,DAS_EXTENDED,DAS_EXTENDED
30663,DAS_EXTENDED,DAS_EXTENDED
30666,DAS,DAS
30668,DAS_EXTENDED,DAS_EXTENDED
30669,DAS_EXTENDED,DAS_EXTENDED
30673,,DAS_EXTENDED
30677,DAS,DAS
30683,DAS_EXTENDED,DAS_EXTENDED
30701,DAS,DAS
30705,DAS,DAS
30707,DAS_EXTENDED,DAS_EXTENDED
30710,DAS,DAS
30711,DAS_EXTENDED,DAS_EXTENDED
30725,DAS,DAS
30728,DAS,DAS
30733,,DAS_EXTENDED
30734,DAS_REMOTE,DAS_EXTENDED
30735,DAS_EXTENDED,DAS_EXTENDED
30736,DAS,DAS
30738,DAS_REMOTE,DAS_EXTENDED
30739,DAS,DAS
30740,DAS,DAS
30741,DAS,DAS
30746,,DAS_EXTENDED
30747,DAS_EXTENDED,DAS_EXTENDED
30750,DAS,DAS
30752,DAS_EXTENDED,DAS_EXTENDED
30753,DAS,DAS
30755,DAS,DAS
30757,DAS,
30802,DAS_EXTENDED,DAS_EXTENDED
30805,DAS_REMOTE,
30808,DAS_EXTENDED,DAS_EXTENDED
30810,DAS_EXTENDED,DAS_EXTENDED
30814,DAS,DAS
30815,DAS,DAS
30816,DAS_REMOTE,DAS_EXTENDED
30817,DAS_EXTENDED,DAS_EXTENDED
30820,DAS_EXTENDED,DAS_EXTENDED
30823,DAS_EXTENDED,DAS_EXTENDED
30824,DAS,DAS
30828,,DAS_EXTENDED
30830,DAS,DAS
30833,DAS_EXTENDED,DAS_EXTENDED
31001,DAS_REMOTE,DAS_EXTENDED
31002,DAS_REMOTE,DAS_EXTENDED
31006,DAS_EXTENDED,DAS_EXTENDED
31008,DAS,DAS
31009,DAS_REMOTE,
31012,DAS_EXTENDED,
31014,DAS_EXTENDED,DAS_EXTENDED
31015,DAS,DAS
31016,DAS_EXTENDED,DAS_EXTENDED
31017,,DAS_EXTENDED
31018,,DAS_EXTENDED
31019,DAS_EXTENDED,DAS_EXTENDED
31021,DAS_EXTENDED,DAS_EXTENDED
31022,DAS_EXTENDED,DAS_EXTENDED
31023,DAS_EXTENDED,DAS_EXTENDED
31024,DAS_EXTENDED,DAS_EXTENDED
31025,DAS_REMOTE,DAS_EXTENDED
31027,DAS_EXTENDED,DAS_EXTENDED
31029,DAS,DAS
31030,DAS,DAS
31031,DAS_EXTENDED,DAS_EXTENDED
31032,DAS,DAS
31033,,DAS_EXTENDED
31035,DAS_EXTENDED,
31036,DAS_EXTENDED,DAS_EXTENDED
31037,DAS_EXTENDED,DAS_EXTENDED
31038,,DAS_EXTENDED
31042,,DAS_EXTENDED
31044,DAS_EXTENDED,DAS_EXTENDED
31046,DAS,DAS
31047,DAS,DAS
31050,DAS_EXTENDED,
31052,DAS,DAS
31054,DAS_EXTENDED,
31055,DAS_EXTENDED,
31057,DAS_EXTENDED,DAS_EXTENDED
31058,DAS_EXTENDED,
31060,DAS_REMOTE,DAS_EXTENDED
31061,DAS,DAS
31063,DAS_EXTENDED,DAS_EXTENDED
31064,DAS_EXTENDED,DAS_EXTENDED
31066,DAS_EXTENDED,
31068,,DAS_EXTENDED
31069,DAS,DAS
31071,DAS_EXTENDED,DAS_EXTENDED
31072,DAS_EXTENDED,DAS_EXTENDED
31076,,DAS_EXTENDED
31077,DAS_REMOTE,DAS_EXTENDED
31078,DAS_EXTENDED,
31079,,DAS_EXTENDED
31082,DAS_EXTENDED,DAS_EXTENDED
31085,,DAS_EXTENDED
31087,DAS_REMOTE,DAS_EXTENDED
31089,DAS_EXTENDED,DAS_EXTENDED
31090,DAS_EXTENDED,DAS_EXTENDED
31091,,DAS_EXTENDED
31092,DAS_EXTENDED,DAS_EXTENDED
31096,DAS_EXTENDED,
31097,,DAS_EXTENDED
31211,DAS,DAS
31220,DAS,DAS
31301,DAS,DAS
31302,DAS,DAS
31303,DAS_EXTENDED,
31305,DAS_EXTENDED,DAS_EXTENDED
31308,DAS,DAS
31309,DAS_EXTENDED,DAS_EXTENDED
31312,DAS,DAS
31313,DAS,DAS
31315,DAS,DAS
31316,DAS_EXTENDED,DAS_EXTENDED
31318,,DAS
31320,DAS_EXTENDED,DAS_EXTENDED
31321,DAS_EXTENDED,DAS_EXTENDED
31322,DAS,
31323,,DAS_EXTENDED
31324,DAS,DAS
31326,DAS,DAS
31328,,DAS
31329,DAS_EXTENDED,DAS_EXTENDED
31331,DAS_EXTENDED,DAS_EXTENDED
31411,DAS,DAS
31503,DAS,DAS
31510,DAS_EXTENDED,DAS_EXTENDED
31513,DAS_EXTENDED,DAS_EXTENDED
31516,DAS,DAS
31518,DAS_EXTENDED,DAS_EXTENDED
31519,DAS_EXTENDED,DAS_EXTENDED
31522,DAS,DAS
31523,DAS,DAS
31527,DAS_EXTENDED,
31533,DAS_EXTENDED,DAS_EXTENDED
31535,DAS,DAS
31537,DAS_EXTENDED,DAS_EXTENDED
31539,DAS_EXTENDED,DAS_EXTENDED
31542,DAS_EXTENDED,DAS_EXTENDED
31543,DAS_REMOTE,
31545,DAS,DAS
31546,DAS_EXTENDED,DAS_EXTENDED
31548,DAS,DAS
31549,DAS_EXTENDED,
31550,,DAS_EXTENDED
31551,DAS_EXTENDED,
31553,DAS_EXTENDED,DAS_EXTENDED
31554,,DAS_EXTENDED
31555,DAS_REMOTE,DAS_EXTENDED
31557,DAS_EXTENDED,DAS_EXTENDED
31558,DAS,DAS
31560,DAS_EXTENDED,
31562,DAS_EXTENDED,DAS_EXTENDED
31565,DAS_EXTENDED,DAS_EXTENDED
31566,DAS_EXTENDED,DAS_EXTENDED
31567,DAS_EXTENDED,
31569,DAS_EXTENDED,DAS_EXTENDED
31605,DAS,DAS
31606,DAS_EXTENDED,DAS_EXTENDED
31620,DAS,DAS
31622,,DAS_EXTENDED
31624,DAS_REMOTE,DAS_EXTENDED
31625,DAS_EXTENDED,
31626,DAS_EXTENDED,DAS_EXTENDED
31632,DAS,DAS
31634,DAS_EXTENDED,DAS_EXTENDED
31635,DAS_EXTENDED,DAS_EXTENDED
31636,DAS,DAS
31637,DAS_EXTENDED,
31639,DAS_EXTENDED,DAS_EXTENDED
31641,DAS_EXTENDED,DAS_EXTENDED
31642,DAS_EXTENDED,DAS_EXTENDED
31643,DAS_EXTENDED,DAS_EXTENDED
31645,DAS_EXTENDED,DAS_EXTENDED
31647,DAS_EXTENDED,DAS_EXTENDED
31648,,DAS_EXTENDED
31650,DAS_EXTENDED,
31709,DAS,DAS
31711,,DAS_EXTENDED
31712,DAS_EXTENDED,
31714,DAS_EXTENDED,DAS_EXTENDED
31719,DAS,DAS
31721,DAS,DAS
31730,DAS_EXTENDED,DAS_EXTENDED
31735,DAS_EXTENDED,DAS_EXTENDED
31738,DAS_EXTENDED,DAS_EXTENDED
31744,,DAS_EXTENDED
31749,DAS_EXTENDED,
31750,DAS_EXTENDED,DAS_EXTENDED
31756,DAS_EXTENDED,
31757,DAS,DAS
31763,DAS,DAS
31765,DAS_EXTENDED,DAS_EXTENDED
31768,DAS,DAS
31771,DAS_EXTENDED,
31773,DAS_EXTENDED,DAS_EXTENDED
31774,DAS_EXTENDED,DAS_EXTENDED
31775,DAS_EXTENDED,
31779,DAS_EXTENDED,DAS_EXTENDED
31787,DAS_EXTENDED,
31788,DAS,DAS
31790,DAS_EXTENDED,DAS_EXTENDED
31791,DAS,DAS
31792,DAS,DAS
31794,DAS,DAS
31795,DAS_EXTENDED,DAS_EXTENDED
31798,DAS_EXTENDED,
31801,DAS_EXTENDED,DAS_EXTENDED
31803,DAS_EXTENDED,DAS_EXTENDED
31804,DAS,
31805,,DAS_EXTENDED
31806,DAS_EXTENDED,DAS_EXTENDED
31807,DAS,
31808,DAS,DAS
31811,DAS_EXTENDED,DAS_EXTENDED
31812,DAS_REMOTE,
31815,,DAS_EXTENDED
31816,DAS_EXTENDED,DAS_EXTENDED
31822,DAS,DAS
31824,DAS_EXTENDED,DAS_EXTENDED
31826,DAS_EXTENDED,DAS_EXTENDED
31827,DAS_EXTENDED,
31829,DAS,DAS
31831,DAS,DAS
31833,DAS,DAS
31903,DAS,
31905,DAS,DAS
31909,DAS,DAS
32008,DAS_REMOTE,DAS_EXTENDED
32009,DAS_EXTENDED,
32011,DAS,DAS
32024,DAS,DAS
32025,DAS,DAS
32033,DAS_EXTENDED,DAS_EXTENDED
32038,DAS_EXTENDED,DAS_EXTENDED
32040,DAS_EXTENDED,DAS_EXTENDED
32043,DAS,DAS
32046,DAS_EXTENDED,DAS_EXTENDED
32052,DAS_EXTENDED,DAS_EXTENDED
32053,DAS_EXTENDED,DAS_EXTENDED
32054,DAS_EXTENDED,DAS_EXTENDED
32055,DAS,DAS
32058,,DAS_EXTENDED
32059,,DAS_EXTENDED
32060,DAS_EXTENDED,DAS_EXTENDED
32062,DAS_EXTENDED,
32063,DAS,DAS
32064,DAS,
32066,DAS_EXTENDED,DAS_EXTENDED
32068,DAS,DAS
32071,DAS_REMOTE,DAS_EXTENDED
32080,DAS,DAS
32083,DAS,DAS
32084,DAS,DAS
32087,DAS_REMOTE,DAS_EXTENDED
32091,DAS_EXTENDED,DAS_EXTENDED
32094,DAS_EXTENDED,DAS_EXTENDED
32096,,DAS_EXTENDED
32097,DAS,DAS
32102,DAS_EXTENDED,DAS_EXTENDED
32110,DAS_REMOTE,DAS_EXTENDED
32112,DAS_EXTENDED,DAS_EXTENDED
32113,DAS,DAS
32130,DAS_EXTENDED,DAS_EXTENDED
32131,,DAS_EXTENDED
32132,DAS,DAS
32134,DAS_EXTENDED,DAS_EXTENDED
32136,DAS,DAS
32137,DAS,DAS
32139,,DAS_EXTENDED
32140,,DAS_EXTENDED
32145,DAS_EXTENDED,DAS_EXTENDED
32147,,DAS_EXTENDED
32148,DAS_EXTENDED,DAS_EXTENDED
32163,DAS,
32168,DAS,DAS
32177,DAS,DAS
32179,DAS_EXTENDED,DAS_EXTENDED
32180,DAS_EXTENDED,DAS_EXTENDED
32181,DAS_EXTENDED,DAS_EXTENDED
32187,DAS_EXTENDED,DAS_EXTENDED
32189,DAS_EXTENDED,DAS_EXTENDED
32190,,DAS_EXTENDED
32193,,DAS
32195,DAS,DAS
32234,DAS_EXTENDED,DAS_EXTENDED
32305,DAS,DAS
32310,DAS,DAS
32320,DAS_EXTENDED,DAS_EXTENDED
32321,DAS_EXTENDED,DAS_EXTENDED
32322,DAS_EXTENDED,DAS_EXTENDED
32324,DAS_REMOTE,DAS_EXTENDED
32327,DAS,DAS
32328,DAS_EXTENDED,DAS_EXTENDED
32331,DAS_REMOTE,DAS_EXTENDED
32332,,DAS
32333,DAS,DAS
32334,DAS_EXTENDED,DAS_EXTENDED
32340,DAS_EXTENDED,DAS_EXTENDED
32344,DAS_EXTENDED,DAS_EXTENDED
32346,DAS_EXTENDED,DAS_EXTENDED
32347,DAS_EXTENDED,DAS_EXTENDED
32348,DAS_EXTENDED,DAS_EXTENDED
32351,DAS,DAS
32352,DAS_EXTENDED,
32355,DAS,DAS
32358,DAS_REMOTE,DAS_EXTENDED
32359,DAS_EXTENDED,DAS_EXTENDED
32409,DAS,DAS
32420,DAS_EXTENDED,
32421,DAS_EXTENDED,DAS_EXTENDED
32423,,DAS_EXTENDED
32424,DAS,DAS
32425,DAS_EXTENDED,DAS_EXTENDED
32426,,DAS_EXTENDED
32428,DAS,DAS
32430,DAS_EXTENDED,DAS_EXTENDED
32431,,DAS_EXTENDED
32433,DAS_EXTENDED,DAS_EXTENDED
32435,,DAS_EXTENDED
32437,DAS_REMOTE,DAS_EXTENDED
32438,DAS_EXTENDED,DAS_EXTENDED
32439,DAS,DAS
32440,DAS,DAS
32442,DAS_EXTENDED,DAS_EXTENDED
32443,,DAS_EXTENDED
32446,DAS,DAS
32448,DAS,DAS
32455,,DAS_EXTENDED
32456,DAS,DAS
32460,DAS_REMOTE,DAS_EXTENDED
32462,,DAS_EXTENDED
32464,DAS_REMOTE,DAS_EXTENDED
32465,DAS_EXTENDED,DAS_EXTENDED
32466,DAS_EXTENDED,DAS_EXTENDED
32531,DAS_EXTENDED,DAS_EXTENDED
32533,DAS,DAS
32535,DAS_EXTENDED,DAS_EXTENDED
32536,DAS,DAS
32539,DAS,DAS
32563,DAS,DAS
32564,DAS_EXTENDED,DAS_EXTENDED
32565,DAS_EXTENDED,DAS_EXTENDED
32567,DAS_EXTENDED,DAS_EXTENDED
32568,DAS_REMOTE,DAS_EXTENDED
32570,DAS,DAS
32577,DAS_EXTENDED,DAS_EXTENDED
32583,DAS,DAS
32615,DAS,DAS
32617,DAS,DAS
32618,DAS,DAS
32619,DAS_EXTENDED,DAS_EXTENDED
32621,DAS_EXTENDED,DAS_EXTENDED
32625,DAS_EXTENDED,DAS_EXTENDED
32626,DAS_EXTENDED,DAS_EXTENDED
32628,DAS_EXTENDED,DAS_EXTENDED
32640,DAS_EXTENDED,DAS_EXTENDED
32641,DAS_EXTENDED,DAS_EXTENDED
32643,DAS,DAS
32655,,DAS
32656,DAS_EXTENDED,DAS_EXTENDED
32666,DAS_EXTENDED,DAS_EXTENDED
32667,DAS_EXTENDED,DAS_EXTENDED
32668,DAS_EXTENDED,DAS_EXTENDED
32669,DAS,DAS
32680,DAS_EXTENDED,DAS_EXTENDED
32686,DAS_EXTENDED,DAS_EXTENDED
32692,DAS_EXTENDED,
32693,DAS_EXTENDED,DAS_EXTENDED
32696,DAS,DAS
32697,DAS,
32702,DAS_REMOTE,DAS_EXTENDED
32709,DAS_EXTENDED,
32713,DAS,DAS
32720,DAS,DAS
32724,DAS,DAS
32732,DAS_EXTENDED,DAS_EXTENDED
32736,DAS_EXTENDED,DAS_EXTENDED
32744,DAS,DAS
32754,DAS,DAS
32757,DAS,DAS
32764,DAS_EXTENDED,DAS_EXTENDED
32766,DAS,DAS
32767,DAS_EXTENDED,DAS_EXTENDED
32776,DAS,DAS
32778,DAS,DAS
32784,DAS,DAS
32798,DAS,DAS
32833,DAS_EXTENDED,DAS_EXTENDED
32908,DAS,DAS
32948,DAS_EXTENDED,DAS_EXTENDED
32949,DAS,DAS
32960,DAS,DAS
32962,DAS,DAS
32963,DAS,DAS
32967,DAS,DAS
32968,DAS,DAS
32976,DAS,DAS
33001,DAS_EXTENDED,DAS_EXTENDED
33031,DAS,DAS
33035,DAS,DAS
33036,DAS,DAS_EXTENDED
33037,DAS,DAS
33040,DAS,DAS
33042,DAS_EXTENDED,DAS
33043,DAS,DAS
33050,DAS_EXTENDED,DAS
33051,,DAS
33070,DAS,DAS_EXTENDED
33131,DAS,DAS
33132,DAS,DAS
33139,DAS,DAS
33149,DAS,DAS
33187,DAS,DAS
33327,DAS,DAS
33430,DAS_EXTENDED,DAS_EXTENDED
33440,DAS_EXTENDED,DAS_EXTENDED
33455,DAS,DAS
33470,DAS,DAS
33471,DAS_EXTENDED,DAS_EXTENDED
33476,DAS_REMOTE,DAS_EXTENDED
33513,DAS,DAS
33514,DAS_EXTENDED,
33523,DAS_EXTENDED,DAS
33525,DAS,DAS
33527,DAS,DAS
33538,DAS_EXTENDED,DAS_EXTENDED
33540,DAS,DAS
33541,DAS,DAS
33545,DAS,DAS
33547,DAS,DAS
33565,DAS_EXTENDED,DAS_EXTENDED
33567,DAS_EXTENDED,DAS_EXTENDED
33570,DAS,DAS
33576,DAS,DAS
33585,DAS_EXTENDED,DAS_EXTENDED
33592,DAS,DAS
33597,DAS_EXTENDED,DAS_EXTENDED
33598,DAS,DAS
33810,DAS,DAS
33825,DAS,DAS
33827,DAS,DAS
33830,DAS,DAS
33834,DAS_EXTENDED,DAS_EXTENDED
33839,,DAS
33841,DAS_EXTENDED,DAS_EXTENDED
33843,DAS,DAS
33844,DAS,DAS
33852,DAS_EXTENDED,DAS_EXTENDED
33855,DAS_REMOTE,DAS_EXTENDED
33857,,DAS_EXTENDED
33859,DAS,DAS
33860,DAS,DAS
33865,,DAS_EXTENDED
33868,DAS,DAS
33870,DAS,DAS
33872,DAS,DAS
33873,DAS,DAS
33875,DAS_EXTENDED,DAS_EXTENDED
33876,DAS_EXTENDED,
33890,,DAS_EXTENDED
33898,DAS_EXTENDED,DAS
33917,DAS,DAS
33920,DAS,DAS
33921,DAS,DAS
33922,DAS,DAS
33924,DAS_REMOTE,
33935,DAS_EXTENDED,DAS_EXTENDED
33936,DAS,DAS
33946,DAS_REMOTE,DAS_EXTENDED
33947,DAS,DAS
33955,DAS,DAS
33956,DAS,DAS
33957,DAS,DAS
33960,DAS_EXTENDED,DAS_EXTENDED
33972,DAS,DAS
33974,DAS,DAS
33980,DAS,DAS
33981,DAS,DAS
33982,DAS_EXTENDED,DAS_EXTENDED
33993,DAS,DAS
34113,DAS,DAS
34114,DAS,DAS
34117,DAS,DAS
34120,DAS,DAS
34137,DAS_REMOTE,
34138,DAS_EXTENDED,
34139,DAS_EXTENDED,
34142,DAS_EXTENDED,DAS_EXTENDED
34219,DAS,DAS
34223,DAS,DAS
34228,DAS,DAS
34237,DAS,DAS
34241,DAS,DAS
34251,DAS_EXTENDED,DAS_EXTENDED
34266,DAS_EXTENDED,DAS_EXTENDED
34269,DAS,DAS
34275,DAS,DAS
34286,DAS,DAS
34289,DAS,
34291,DAS,DAS
34292,DAS,DAS
34420,DAS,DAS
34428,DAS,DAS
34429,DAS,
34431,DAS,DAS
34432,DAS,DAS
34433,DAS_EXTENDED,DAS_EXTENDED
34434,DAS,DAS
34436,DAS_EXTENDED,DAS_EXTENDED
34442,DAS,DAS
34446,DAS,DAS
34448,DAS,DAS
34449,,DAS_EXTENDED
34450,DAS,DAS
34452,DAS,DAS
34453,DAS,DAS
34461,DAS,DAS
34465,DAS,DAS
34473,DAS,DAS
34482,DAS,DAS
34484,DAS_EXTENDED,DAS_EXTENDED
34488,DAS_EXTENDED,DAS_EXTENDED
34491,DAS,DAS
34601,DAS,DAS
34607,DAS,DAS
34610,DAS,DAS
34614,DAS_EXTENDED,DAS_EXTENDED
34639,DAS,DAS
34654,DAS,DAS
34669,DAS,DAS
34688,DAS,DAS
34690,DAS,
34705,DAS_EXTENDED,DAS_EXTENDED
34714,DAS,DAS
34715,DAS,DAS
34736,DAS,DAS
34737,DAS,DAS
34739,DAS_REMOTE,DAS_EXTENDED
34753,DAS,DAS
34759,DAS,DAS
34762,DAS,DAS
34771,DAS,DAS
34772,DAS,DAS
34773,DAS_EXTENDED,DAS_EXTENDED
34785,DAS,DAS
34797,DAS,DAS
34946,DAS,DAS
34947,DAS,DAS
34949,DAS,DAS
34951,DAS,DAS
34956,,DAS_EXTENDED
34957,DAS,DAS
34972,DAS_EXTENDED,DAS_EXTENDED
34974,DAS_EXTENDED,DAS_EXTENDED
34987,DAS,DAS
34990,DAS,DAS
35010,DAS,DAS
35014,DAS_EXTENDED,DAS_EXTENDED
35016,DAS,DAS
35019,DAS_REMOTE,DAS_EXTENDED
35020,DAS,DAS
35023,DAS,DAS
35031,DAS_EXTENDED,DAS_EXTENDED
35033,DAS_EXTENDED,DAS_EXTENDED
35034,DAS_EXTENDED,
35040,DAS,DAS
35042,DAS_EXTENDED,DAS_EXTENDED
35043,DAS,DAS
35044,DAS_EXTENDED,DAS_EXTENDED
35045,DAS,DAS
35046,DAS_EXTENDED,DAS_EXTENDED
35049,DAS_EXTENDED,DAS_EXTENDED
35051,DAS_EXTENDED,DAS_EXTENDED
35053,DAS_EXTENDED,DAS_EXTENDED
35054,DAS,DAS
35057,DAS,DAS
35058,DAS,DAS
35062,DAS,DAS
35063,DAS_EXTENDED,DAS_EXTENDED
35072,DAS_EXTENDED,DAS_EXTENDED
35073,DAS,
35077,DAS_EXTENDED,DAS_EXTENDED
35078,DAS_EXTENDED,
35079,DAS_EXTENDED,DAS_EXTENDED
35083,DAS_EXTENDED,DAS_EXTENDED
35085,DAS_EXTENDED,DAS_EXTENDED
35087,,DAS_EXTENDED
35089,DAS_EXTENDED,DAS_EXTENDED
35091,DAS,DAS
35096,DAS,DAS
35097,DAS_EXTENDED,
35114,DAS,DAS
35115,DAS,DAS
35117,DAS,DAS
35118,DAS_EXTENDED,DAS_EXTENDED
35120,DAS,DAS
35121,DAS,DAS
35125,DAS,DAS
35126,DAS,DAS
35127,DAS,DAS
35128,DAS,DAS
35130,DAS_EXTENDED,
35131,DAS_EXTENDED,DAS_EXTENDED
35133,,DAS_EXTENDED
35135,,DAS
35143,DAS_EXTENDED,DAS_EXTENDED
35146,DAS,DAS
35147,DAS,DAS
35148,DAS,
35150,DAS,DAS
35151,DAS_EXTENDED,DAS_EXTENDED
35160,DAS,DAS
35171,DAS_EXTENDED,DAS_EXTENDED
35172,,DAS_EXTENDED
35175,DAS_EXTENDED,DAS_EXTENDED
35176,DAS,
35178,DAS_EXTENDED,DAS_EXTENDED
35179,DAS_EXTENDED,DAS_EXTENDED
35180,DAS,DAS
35184,DAS_EXTENDED,DAS_EXTENDED
35186,DAS_EXTENDED,DAS_EXTENDED
35188,DAS_EXTENDED,DAS_EXTENDED
35224,DAS,DAS
35442,DAS_EXTENDED,DAS_EXTENDED
35444,DAS_EXTENDED,DAS_EXTENDED
35446,DAS_EXTENDED,
35447,,DAS_EXTENDED
35452,DAS_EXTENDED,DAS_EXTENDED
35453,DAS_EXTENDED,DAS_EXTENDED
35456,DAS_EXTENDED,DAS_EXTENDED
35459,,DAS_EXTENDED
35461,DAS_REMOTE,DAS_EXTENDED
35462,DAS_EXTENDED,DAS_EXTENDED
35466,,DAS_EXTENDED
35469,,DAS_EXTENDED
35470,DAS_EXTENDED,
35474,DAS_EXTENDED,DAS_EXTENDED
35475,DAS,DAS
35480,,DAS_EXTENDED
35481,,DAS_EXTENDED
35490,DAS_EXTENDED,DAS_EXTENDED
35501,DAS,DAS
35503,DAS_EXTENDED,DAS_EXTENDED
35504,DAS,DAS
35540,DAS_EXTENDED,DAS_EXTENDED
35541,DAS_EXTENDED,DAS_EXTENDED
35542,,DAS_EXTENDED
35546,DAS_EXTENDED,DAS_EXTENDED
35549,DAS_EXTENDED,DAS_EXTENDED
35550,DAS_EXTENDED,
35552,DAS_EXTENDED,
35553,DAS_REMOTE,DAS_EXTENDED
35554,,DAS_EXTENDED
35555,DAS_EXTENDED,DAS_EXTENDED
35563,DAS_EXTENDED,DAS_EXTENDED
35564,DAS_EXTENDED,
35565,,DAS_EXTENDED
35570,DAS_EXTENDED,DAS_EXTENDED
35571,DAS_EXTENDED,DAS_EXTENDED
35572,DAS_REMOTE,DAS_EXTENDED
35575,DAS,DAS
35576,,DAS_EXTENDED
35578,DAS_EXTENDED,
35579,DAS_EXTENDED,DAS_EXTENDED
35580,DAS_EXTENDED,
35581,DAS_REMOTE,DAS_EXTENDED
35582,DAS,DAS
35586,DAS_EXTENDED,DAS_EXTENDED
35592,DAS_EXTENDED,DAS_EXTENDED
35593,DAS_EXTENDED,DAS_EXTENDED
35594,DAS_EXTENDED,DAS_EXTENDED
35610,DAS_REMOTE,DAS_EXTENDED
35611,DAS,DAS
35614,DAS,DAS_EXTENDED
35616,DAS_EXTENDED,DAS_EXTENDED
35619,,DAS_EXTENDED
35620,DAS,DAS
35621,DAS_EXTENDED,DAS_EXTENDED
35622,DAS_EXTENDED,DAS_EXTENDED
35633,DAS_EXTENDED,DAS_EXTENDED
35634,DAS,DAS
35640,DAS,DAS
35643,,DAS_EXTENDED
35645,DAS_EXTENDED,DAS_EXTENDED
35646,DAS_EXTENDED,DAS_EXTENDED
35648,DAS_EXTENDED,DAS_EXTENDED
35650,DAS,DAS
35651,DAS_REMOTE,
35652,DAS_EXTENDED,DAS_EXTENDED
35653,DAS,DAS
35654,DAS_REMOTE,DAS_EXTENDED
35660,DAS,
35670,DAS_EXTENDED,DAS_EXTENDED
35671,DAS_EXTENDED,DAS_EXTENDED
35672,DAS_EXTENDED,DAS_EXTENDED
35673,DAS,DAS
35674,DAS,DAS
35677,,DAS_EXTENDED
35739,DAS,DAS
35740,DAS_EXTENDED,DAS_EXTENDED
35741,DAS,DAS
35744,DAS_EXTENDED,
35747,DAS_EXTENDED,DAS_EXTENDED
35748,DAS,DAS
35750,DAS,DAS
35751,DAS_EXTENDED,
35754,DAS,DAS
35756,DAS_EXTENDED,DAS_EXTENDED
35759,DAS,DAS
35760,DAS,DAS
35761,DAS,DAS
35765,DAS_EXTENDED,DAS_EXTENDED
35768,DAS,DAS
35769,DAS_EXTENDED,DAS_EXTENDED
35771,DAS_EXTENDED,DAS_EXTENDED
35772,DAS_EXTENDED,DAS_EXTENDED
35773,DAS,DAS
35776,DAS_EXTENDED,DAS_EXTENDED
35901,DAS,DAS
35904,DAS,DAS
35905,DAS,DAS
35906,DAS,DAS
35950,DAS,DAS
35951,DAS,DAS
35952,DAS_EXTENDED,DAS_EXTENDED
35953,DAS_EXTENDED,DAS_EXTENDED
35954,DAS,
35956,DAS,DAS
35957,DAS,DAS
35958,DAS_REMOTE,DAS_EXTENDED
35959,DAS_EXTENDED,DAS_EXTENDED
35960,DAS_EXTENDED,DAS_EXTENDED
35961,DAS_EXTENDED,
35962,DAS_EXTENDED,DAS_EXTENDED
35963,,DAS_EXTENDED
35966,DAS_EXTENDED,DAS_EXTENDED
35967,DAS,DAS
35968,DAS,DAS
35971,DAS_EXTENDED,DAS_EXTENDED
35972,DAS_EXTENDED,DAS_EXTENDED
35973,DAS_REMOTE,DAS_EXTENDED
35976,DAS,DAS
35978,DAS_EXTENDED,DAS_EXTENDED
35979,DAS_EXTENDED,
35980,DAS_EXTENDED,DAS_EXTENDED
35981,DAS_EXTENDED,DAS_EXTENDED
35983,DAS_EXTENDED,DAS_EXTENDED
35984,DAS_EXTENDED,DAS_EXTENDED
35986,DAS,DAS
35987,,DAS
35988,,DAS_EXTENDED
35989,DAS_EXTENDED,DAS_EXTENDED
36006,,DAS_EXTENDED
36009,DAS_EXTENDED,
36010,DAS_EXTENDED,DAS_EXTENDED
36013,DAS_EXTENDED,
36022,DAS,DAS
36024,DAS_EXTENDED,DAS_EXTENDED
36025,DAS,DAS
36026,DAS_EXTENDED,DAS_EXTENDED
36027,DAS_EXTENDED,DAS_EXTENDED
36028,DAS_EXTENDED,
36030,,DAS_EXTENDED
36033,,DAS_EXTENDED
36034,DAS_EXTENDED,
36036,DAS_EXTENDED,
36037,DAS_EXTENDED,DAS_EXTENDED
36040,DAS_REMOTE,DAS_EXTENDED
36041,DAS_EXTENDED,
36042,DAS_EXTENDED,
36043,DAS_EXTENDED,
36046,,DAS_EXTENDED
36047,DAS_REMOTE,
36048,DAS_EXTENDED,
36049,DAS_EXTENDED,DAS_EXTENDED
