zip_code,das_type_hd,das_type_sp
54411,DAS_EXTENDED,DAS_EXTENDED
54412,DAS_EXTENDED,DAS_EXTENDED
54414,,DAS_EXTENDED
54416,,DAS_EXTENDED
54418,DAS_EXTENDED,
54420,DAS_EXTENDED,DAS_EXTENDED
54421,DAS_EXTENDED,
54423,,DAS_EXTENDED
54424,DAS_EXTENDED,
54425,DAS_EXTENDED,
54426,DAS_EXTENDED,DAS_EXTENDED
54428,,DAS_EXTENDED
54433,DAS_EXTENDED,
54435,DAS_EXTENDED,DAS_EXTENDED
54437,,DAS_EXTENDED
54440,DAS_EXTENDED,DAS_EXTENDED
54443,DAS_EXTENDED,DAS_EXTENDED
54448,DAS_EXTENDED,DAS_EXTENDED
54449,DAS,DAS
54450,DAS_EXTENDED,
54451,DAS_EXTENDED,DAS_EXTENDED
54452,DAS_EXTENDED,DAS_EXTENDED
54455,DAS,DAS
54456,DAS_EXTENDED,DAS_EXTENDED
54457,DAS_EXTENDED,DAS_EXTENDED
54458,DAS_EXTENDED,
54459,DAS_REMOTE,
54460,DAS_EXTENDED,DAS_EXTENDED
54463,,DAS_EXTENDED
54465,,DAS_EXTENDED
54466,DAS_EXTENDED,DAS_EXTENDED
54470,DAS_EXTENDED,
54471,,DAS_EXTENDED
54473,DAS_EXTENDED,
54475,DAS_EXTENDED,DAS_EXTENDED
54479,DAS_EXTENDED,DAS_EXTENDED
54480,DAS_EXTENDED,
54481,DAS,DAS
54482,DAS,DAS
54484,DAS_EXTENDED,DAS_EXTENDED
54485,DAS_EXTENDED,
54486,,DAS_EXTENDED
54487,DAS_EXTENDED,DAS_EXTENDED
54489,DAS_EXTENDED,
54490,DAS_EXTENDED,
54491,DAS_EXTENDED,
54494,DAS,DAS
54495,,DAS
54498,DAS_EXTENDED,
54499,DAS_EXTENDED,
54501,DAS_EXTENDED,DAS
54511,DAS_EXTENDED,
54513,,DAS_EXTENDED
54514,DAS_EXTENDED,DAS_EXTENDED
54515,,DAS_EXTENDED
54520,DAS_EXTENDED,DAS_EXTENDED
54521,DAS_EXTENDED,DAS_EXTENDED
54529,DAS_EXTENDED,DAS_EXTENDED
54530,DAS_EXTENDED,
54534,DAS_EXTENDED,DAS_EXTENDED
54536,DAS_EXTENDED,
54538,DAS_EXTENDED,DAS_EXTENDED
54539,DAS_EXTENDED,DAS_EXTENDED
54540,DAS_REMOTE,
54541,DAS_EXTENDED,
54542,DAS_EXTENDED,
54545,DAS_EXTENDED,DAS_EXTENDED
54546,DAS_EXTENDED,DAS_EXTENDED
54547,DAS_EXTENDED,DAS_EXTENDED
54548,DAS_EXTENDED,DAS_EXTENDED
54552,DAS_EXTENDED,DAS_EXTENDED
54555,DAS_EXTENDED,DAS_EXTENDED
54557,DAS_REMOTE,DAS_EXTENDED
54562,DAS_EXTENDED,
54563,DAS_EXTENDED,
54566,DAS_EXTENDED,DAS_EXTENDED
54568,DAS,DAS_EXTENDED
54610,DAS_EXTENDED,
54611,DAS_EXTENDED,
54612,DAS_EXTENDED,DAS_EXTENDED
54614,DAS_EXTENDED,DAS_EXTENDED
54615,DAS,DAS
54616,DAS_EXTENDED,DAS_EXTENDED
54618,DAS_EXTENDED,
54619,DAS_EXTENDED,
54622,DAS_EXTENDED,DAS_EXTENDED
54623,DAS_EXTENDED,DAS_EXTENDED
54626,DAS_REMOTE,DAS_EXTENDED
54627,DAS_EXTENDED,DAS_EXTENDED
54629,DAS_EXTENDED,DAS_EXTENDED
54630,DAS,DAS
54631,DAS_EXTENDED,
54635,,DAS_EXTENDED
54636,DAS,DAS
54638,DAS_EXTENDED,
54639,,DAS_EXTENDED
54642,DAS_EXTENDED,
54644,DAS_EXTENDED,DAS_EXTENDED
54646,DAS_EXTENDED,DAS_EXTENDED
54648,DAS_EXTENDED,
54651,,DAS_EXTENDED
54652,DAS_EXTENDED,
54653,DAS_EXTENDED,
54656,DAS,DAS
54658,DAS_EXTENDED,
54659,DAS_EXTENDED,
54660,DAS,DAS
54661,DAS_EXTENDED,DAS_EXTENDED
54664,DAS_EXTENDED,DAS_EXTENDED
54665,DAS_EXTENDED,DAS_EXTENDED
54666,DAS_EXTENDED,
54667,DAS_EXTENDED,DAS_EXTENDED
54669,DAS,DAS
54670,DAS_EXTENDED,DAS_EXTENDED
54721,DAS_EXTENDED,
54722,,DAS_EXTENDED
54724,DAS,DAS
54725,DAS_EXTENDED,DAS_EXTENDED
54726,DAS_EXTENDED,DAS_EXTENDED
54727,DAS_EXTENDED,
54728,DAS_EXTENDED,DAS_EXTENDED
54730,DAS_EXTENDED,
54732,DAS_EXTENDED,DAS_EXTENDED
54734,DAS_EXTENDED,DAS_EXTENDED
54736,DAS_EXTENDED,DAS_EXTENDED
54737,DAS_EXTENDED,DAS_EXTENDED
54738,DAS_EXTENDED,DAS_EXTENDED
54739,DAS_EXTENDED,DAS_EXTENDED
54740,DAS_EXTENDED,
54742,DAS_EXTENDED,DAS_EXTENDED
54747,DAS_EXTENDED,DAS_EXTENDED
54749,DAS_EXTENDED,
54750,,DAS_EXTENDED
54755,DAS_EXTENDED,DAS_EXTENDED
54756,DAS_EXTENDED,DAS_EXTENDED
54757,,DAS_EXTENDED
54758,DAS,
54759,DAS_REMOTE,DAS_EXTENDED
54760,,DAS
54761,,DAS_EXTENDED
54767,DAS_EXTENDED,
54768,DAS_EXTENDED,DAS_EXTENDED
54770,DAS_EXTENDED,
54771,DAS_EXTENDED,DAS_EXTENDED
54772,DAS_EXTENDED,
54773,DAS,DAS
54801,DAS_EXTENDED,DAS_EXTENDED
54805,DAS_EXTENDED,
54806,DAS_EXTENDED,DAS_EXTENDED
54810,DAS_EXTENDED,DAS_EXTENDED
54812,DAS,DAS
54814,DAS_EXTENDED,
54819,DAS_EXTENDED,
54821,DAS_EXTENDED,DAS_EXTENDED
54822,DAS_EXTENDED,DAS_EXTENDED
54824,DAS_EXTENDED,DAS_EXTENDED
54829,DAS_EXTENDED,DAS_EXTENDED
54830,DAS_REMOTE,DAS_EXTENDED
54832,,DAS_EXTENDED
54835,DAS_REMOTE,
54836,DAS_EXTENDED,
54837,DAS_EXTENDED,
54838,,DAS_EXTENDED
54840,DAS_EXTENDED,DAS_EXTENDED
54843,DAS_EXTENDED,DAS_EXTENDED
54844,DAS_EXTENDED,DAS_EXTENDED
54847,DAS_EXTENDED,DAS_EXTENDED
54848,DAS_EXTENDED,DAS_EXTENDED
54849,DAS_EXTENDED,DAS_EXTENDED
54850,DAS_REMOTE,
54853,DAS_EXTENDED,DAS_EXTENDED
54854,DAS_REMOTE,
54859,DAS_REMOTE,DAS_EXTENDED
54864,DAS_EXTENDED,
54867,DAS_EXTENDED,DAS_EXTENDED
54868,DAS,DAS
54871,DAS_EXTENDED,DAS_EXTENDED
54872,DAS_EXTENDED,DAS_EXTENDED
54873,,DAS_EXTENDED
54874,DAS_EXTENDED,DAS_EXTENDED
54875,DAS_EXTENDED,
54876,DAS_EXTENDED,DAS_EXTENDED
54880,DAS,DAS
54888,DAS_EXTENDED,DAS_EXTENDED
54891,DAS_EXTENDED,DAS_EXTENDED
54893,DAS_EXTENDED,DAS_EXTENDED
54896,,DAS_EXTENDED
54909,DAS_EXTENDED,
54922,DAS_EXTENDED,DAS_EXTENDED
54923,DAS,DAS
54929,DAS,DAS
54930,DAS_EXTENDED,DAS_EXTENDED
54940,DAS_EXTENDED,
54941,,DAS
54943,DAS_EXTENDED,DAS_EXTENDED
54944,DAS,DAS
54945,DAS_EXTENDED,
54947,DAS,DAS
54949,DAS_EXTENDED,DAS_EXTENDED
54961,DAS,DAS
54962,,DAS_EXTENDED
54963,DAS,DAS
54964,DAS_EXTENDED,
54965,DAS_EXTENDED,DAS_EXTENDED
54966,DAS_EXTENDED,
54968,DAS_REMOTE,DAS_EXTENDED
54970,DAS_EXTENDED,DAS_EXTENDED
54971,DAS,DAS
54974,DAS_EXTENDED,DAS_EXTENDED
54977,DAS_EXTENDED,DAS_EXTENDED
54979,DAS_EXTENDED,
54981,DAS,DAS
54982,DAS_EXTENDED,DAS_EXTENDED
54983,DAS_EXTENDED,DAS_EXTENDED
54984,DAS_EXTENDED,
54986,DAS,DAS
55001,DAS,DAS
55005,DAS,DAS
55006,DAS_EXTENDED,DAS_EXTENDED
55007,DAS_EXTENDED,DAS_EXTENDED
55008,DAS,DAS
55009,DAS_EXTENDED,DAS_EXTENDED
55011,DAS,DAS
55012,DAS_EXTENDED,DAS_EXTENDED
55013,DAS_EXTENDED,DAS_EXTENDED
55017,DAS_EXTENDED,DAS_EXTENDED
55019,DAS,
55020,DAS,DAS
55021,DAS,DAS
55024,DAS,DAS
55025,DAS,DAS
55027,,DAS_EXTENDED
55033,DAS,DAS
55037,DAS_EXTENDED,DAS_EXTENDED
55038,DAS,DAS
55040,DAS_EXTENDED,DAS_EXTENDED
55041,DAS_EXTENDED,DAS_EXTENDED
55043,,DAS
55045,DAS_EXTENDED,DAS_EXTENDED
55046,DAS_EXTENDED,DAS_EXTENDED
55047,DAS_EXTENDED,
55049,,DAS
55051,DAS_EXTENDED,DAS_EXTENDED
55054,DAS,DAS
55056,DAS,DAS
55057,DAS,DAS
55060,DAS,DAS
55063,DAS_EXTENDED,DAS_EXTENDED
55065,,DAS_EXTENDED
55066,DAS,DAS
55069,DAS_EXTENDED,DAS_EXTENDED
55070,DAS,DAS
55072,DAS_EXTENDED,DAS_EXTENDED
55074,DAS_EXTENDED,DAS_EXTENDED
55079,DAS_EXTENDED,DAS_EXTENDED
55080,DAS_EXTENDED,DAS_EXTENDED
55084,,DAS_EXTENDED
55087,,DAS
55088,DAS_EXTENDED,
55089,DAS_EXTENDED,
55092,DAS,DAS
55302,DAS,DAS
55307,DAS_EXTENDED,
55308,DAS,DAS
55309,DAS,DAS
55310,DAS_EXTENDED,
55312,DAS_EXTENDED,
55313,DAS,DAS
55314,DAS_EXTENDED,DAS_EXTENDED
55315,DAS,DAS
55319,DAS,DAS
55320,DAS,
55321,DAS_EXTENDED,DAS_EXTENDED
55322,DAS_EXTENDED,DAS_EXTENDED
55324,DAS_EXTENDED,
55325,DAS_EXTENDED,DAS_EXTENDED
55327,DAS,DAS
55328,DAS,DAS
55329,DAS_EXTENDED,DAS_EXTENDED
55331,DAS,DAS
55332,DAS_EXTENDED,DAS_EXTENDED
55333,DAS_EXTENDED,
55334,DAS_EXTENDED,
55335,DAS_EXTENDED,
55336,DAS_EXTENDED,DAS_EXTENDED
55338,,DAS_EXTENDED
55339,DAS_EXTENDED,
55341,,DAS
55342,DAS_EXTENDED,
55349,DAS_EXTENDED,DAS_EXTENDED
55350,DAS,DAS
55352,DAS,DAS
55353,DAS_EXTENDED,DAS_EXTENDED
55355,DAS,DAS
55357,DAS,DAS
55358,DAS,DAS
55359,DAS,DAS
55360,DAS_EXTENDED,DAS_EXTENDED
55363,DAS_EXTENDED,
55364,DAS,DAS
55368,DAS_EXTENDED,
55370,,DAS_EXTENDED
55371,DAS,DAS
55375,DAS,DAS
55381,DAS_EXTENDED,
55382,DAS_EXTENDED,DAS_EXTENDED
55384,DAS,
55385,,DAS_EXTENDED
55386,DAS,DAS
55388,DAS_EXTENDED,DAS_EXTENDED
55390,DAS_EXTENDED,
55395,DAS_EXTENDED,DAS_EXTENDED
55397,DAS_EXTENDED,
55398,DAS_EXTENDED,DAS_EXTENDED
55604,DAS_EXTENDED,DAS_EXTENDED
55605,,DAS_EXTENDED
55614,DAS_EXTENDED,DAS_EXTENDED
55615,,DAS_EXTENDED
55616,DAS_EXTENDED,DAS_EXTENDED
55703,,DAS_EXTENDED
55705,DAS_EXTENDED,DAS_EXTENDED
55706,DAS_EXTENDED,DAS_EXTENDED
55707,DAS_EXTENDED,DAS_EXTENDED
55709,DAS_EXTENDED,DAS_EXTENDED
55710,DAS_EXTENDED,
55718,DAS_EXTENDED,DAS_EXTENDED
55719,DAS_EXTENDED,DAS_EXTENDED
55720,DAS,DAS
55721,DAS_EXTENDED,DAS_EXTENDED
55723,DAS_EXTENDED,
55724,DAS_REMOTE,
55726,DAS_EXTENDED,
55731,DAS_REMOTE,DAS_EXTENDED
55732,DAS_REMOTE,
55733,DAS_EXTENDED,DAS_EXTENDED
55734,DAS_EXTENDED,DAS_EXTENDED
55735,DAS_EXTENDED,DAS_EXTENDED
55738,DAS_EXTENDED,
55741,DAS_EXTENDED,
55744,DAS,DAS
55746,DAS,DAS
55748,DAS_EXTENDED,DAS_EXTENDED
55750,,DAS_EXTENDED
55751,,DAS_EXTENDED
55760,DAS_EXTENDED,
55763,DAS_REMOTE,
55765,,DAS_EXTENDED
55767,DAS_EXTENDED,
55768,DAS,
55769,DAS_EXTENDED,
55771,DAS_REMOTE,
55775,DAS_EXTENDED,DAS_EXTENDED
55779,DAS_EXTENDED,DAS_EXTENDED
55783,DAS_EXTENDED,DAS_EXTENDED
55790,DAS_EXTENDED,DAS_EXTENDED
55792,DAS,DAS
55795,,DAS_EXTENDED
55797,,DAS_EXTENDED
55798,DAS_REMOTE,DAS_EXTENDED
55802,DAS,
55803,DAS_EXTENDED,DAS_EXTENDED
55804,DAS,DAS
55808,DAS,DAS
55810,DAS,DAS
55811,DAS,DAS
55812,DAS,DAS
55909,,DAS_EXTENDED
55912,DAS,DAS
55917,DAS_EXTENDED,DAS_EXTENDED
55919,,DAS_EXTENDED
55920,DAS,DAS
55921,DAS_EXTENDED,DAS_EXTENDED
55923,DAS_EXTENDED,DAS_EXTENDED
55925,DAS_EXTENDED,
55927,DAS_EXTENDED,DAS_EXTENDED
55932,DAS_EXTENDED,DAS_EXTENDED
55934,DAS_EXTENDED,DAS_EXTENDED
55936,DAS_EXTENDED,
55939,,DAS_EXTENDED
55940,DAS_EXTENDED,
55941,DAS_EXTENDED,DAS_EXTENDED
55943,DAS_EXTENDED,DAS_EXTENDED
55944,DAS,DAS
55945,DAS_EXTENDED,DAS_EXTENDED
55947,DAS,DAS
55949,DAS_EXTENDED,DAS_EXTENDED
55952,,DAS_EXTENDED
55953,DAS_EXTENDED,DAS_EXTENDED
55954,,DAS_EXTENDED
55955,DAS,
55956,DAS_EXTENDED,
55957,DAS_EXTENDED,DAS_EXTENDED
55959,DAS_EXTENDED,DAS_EXTENDED
55960,DAS,DAS
55962,DAS_EXTENDED,
55963,DAS_EXTENDED,DAS_EXTENDED
55964,DAS_EXTENDED,
55965,DAS_EXTENDED,
55969,DAS_EXTENDED,
55971,DAS_EXTENDED,DAS_EXTENDED
55972,DAS_EXTENDED,DAS_EXTENDED
55973,DAS_EXTENDED,
55974,DAS_EXTENDED,DAS_EXTENDED
55975,DAS_EXTENDED,DAS_EXTENDED
55976,DAS,DAS
55979,DAS_EXTENDED,DAS_EXTENDED
55981,DAS_EXTENDED,DAS_EXTENDED
55982,,DAS_EXTENDED
55983,DAS_EXTENDED,DAS_EXTENDED
55985,DAS_EXTENDED,DAS_EXTENDED
55990,DAS_EXTENDED,DAS_EXTENDED
55992,DAS_EXTENDED,DAS_EXTENDED
56007,DAS,DAS
56009,DAS_EXTENDED,
56011,DAS,DAS
56013,DAS_EXTENDED,DAS_EXTENDED
56014,DAS_EXTENDED,
56016,,DAS_EXTENDED
56017,,DAS
56024,DAS,DAS
56027,DAS_EXTENDED,
56028,DAS_EXTENDED,
56029,DAS_EXTENDED,
56031,DAS,DAS
56036,DAS_EXTENDED,
56037,DAS_REMOTE,DAS_EXTENDED
56041,DAS_EXTENDED,
56042,DAS_EXTENDED,DAS_EXTENDED
56044,DAS_EXTENDED,DAS_EXTENDED
56048,DAS_EXTENDED,DAS_EXTENDED
56050,DAS,
56054,DAS_EXTENDED,DAS_EXTENDED
56055,DAS,DAS
56057,DAS_EXTENDED,DAS_EXTENDED
56058,DAS,DAS
56060,,DAS_EXTENDED
56063,DAS,
56065,DAS_EXTENDED,DAS_EXTENDED
56069,DAS_EXTENDED,DAS_EXTENDED
56071,DAS,DAS
56072,DAS_EXTENDED,DAS_EXTENDED
56073,DAS,DAS
56074,DAS_EXTENDED,DAS_EXTENDED
56078,,DAS_EXTENDED
56080,DAS_EXTENDED,DAS_EXTENDED
56081,DAS_EXTENDED,DAS_EXTENDED
56083,DAS_EXTENDED,
56085,DAS_EXTENDED,DAS_EXTENDED
56087,DAS_EXTENDED,DAS_EXTENDED
56093,DAS,DAS
56096,,DAS_EXTENDED
56097,DAS_EXTENDED,DAS_EXTENDED
56098,DAS_EXTENDED,DAS_EXTENDED
56101,DAS_EXTENDED,DAS_EXTENDED
56110,DAS_EXTENDED,
56111,,DAS_EXTENDED
56114,DAS_EXTENDED,
56115,DAS_EXTENDED,
56119,DAS_EXTENDED,
56121,DAS_EXTENDED,
56122,DAS_EXTENDED,
56128,DAS_EXTENDED,
56129,DAS_EXTENDED,
56131,DAS_EXTENDED,DAS_EXTENDED
56136,DAS_REMOTE,DAS_EXTENDED
56137,DAS_EXTENDED,
56141,DAS_EXTENDED,
56142,DAS_REMOTE,
56143,DAS,DAS
56144,DAS_EXTENDED,
56149,DAS_EXTENDED,
56150,DAS_EXTENDED,DAS_EXTENDED
56151,DAS_EXTENDED,DAS_EXTENDED
56153,DAS_EXTENDED,
56155,DAS_EXTENDED,DAS_EXTENDED
56156,DAS_EXTENDED,DAS_EXTENDED
56157,DAS_EXTENDED,
56159,DAS_EXTENDED,
56162,DAS_EXTENDED,DAS_EXTENDED
56164,DAS_EXTENDED,DAS_EXTENDED
56166,DAS_EXTENDED,DAS_EXTENDED
56168,,DAS_EXTENDED
56169,DAS_EXTENDED,
56171,DAS_EXTENDED,DAS_EXTENDED
56172,DAS_EXTENDED,
56175,DAS_EXTENDED,
56178,DAS_EXTENDED,
56180,DAS_EXTENDED,DAS_EXTENDED
56181,DAS_EXTENDED,DAS_EXTENDED
56183,,DAS_EXTENDED
56187,DAS,DAS
56207,DAS_EXTENDED,
56208,,DAS_EXTENDED
56209,DAS_EXTENDED,DAS_EXTENDED
56211,DAS_EXTENDED,
56212,DAS_EXTENDED,
56214,DAS_EXTENDED,
56215,DAS,DAS
56216,DAS_EXTENDED,
56220,DAS_EXTENDED,DAS_EXTENDED
56221,DAS_EXTENDED,DAS_EXTENDED
56222,DAS_EXTENDED,DAS_EXTENDED
56223,DAS_EXTENDED,
56225,DAS_EXTENDED,
56228,,DAS_EXTENDED
56229,DAS_EXTENDED,DAS_EXTENDED
56232,DAS_EXTENDED,DAS_EXTENDED
56237,DAS_EXTENDED,
56239,DAS_EXTENDED,DAS_EXTENDED
56241,DAS,
56243,DAS_EXTENDED,
56244,DAS_EXTENDED,DAS_EXTENDED
56248,,DAS_EXTENDED
56251,,DAS_EXTENDED
56252,,DAS_EXTENDED
56256,DAS_EXTENDED,DAS_EXTENDED
56258,DAS,DAS
56262,DAS_EXTENDED,
56264,DAS_EXTENDED,
56265,DAS,DAS
56266,,DAS_EXTENDED
56267,DAS_EXTENDED,DAS_EXTENDED
56270,DAS_EXTENDED,
56273,DAS,DAS
56277,,DAS
56278,DAS_EXTENDED,DAS_EXTENDED
56279,DAS_EXTENDED,
56280,DAS_EXTENDED,
56281,,DAS_EXTENDED
56282,,DAS_EXTENDED
56283,DAS_EXTENDED,DAS_EXTENDED
56284,DAS_EXTENDED,DAS_EXTENDED
56288,DAS_EXTENDED,DAS_EXTENDED
56289,DAS_EXTENDED,DAS_EXTENDED
56292,,DAS_EXTENDED
56293,DAS_EXTENDED,
56295,DAS_EXTENDED,
56296,DAS_EXTENDED,DAS_EXTENDED
56307,DAS,DAS
56308,DAS,DAS
56309,,DAS_EXTENDED
56310,DAS,DAS
56312,DAS_EXTENDED,DAS_EXTENDED
56314,DAS_EXTENDED,
56315,DAS_EXTENDED,
56318,DAS_EXTENDED,DAS_EXTENDED
56320,DAS,DAS
56321,DAS_EXTENDED,DAS_EXTENDED
56323,,DAS_EXTENDED
56324,DAS_EXTENDED,
56326,DAS_EXTENDED,DAS_EXTENDED
56329,DAS_EXTENDED,DAS_EXTENDED
56330,DAS_EXTENDED,DAS_EXTENDED
56331,DAS_EXTENDED,DAS_EXTENDED
56332,DAS_EXTENDED,
56334,DAS_EXTENDED,DAS_EXTENDED
56338,DAS_REMOTE,DAS_EXTENDED
56340,DAS_EXTENDED,DAS_EXTENDED
56342,DAS_EXTENDED,
56345,DAS,DAS
56347,DAS_EXTENDED,DAS_EXTENDED
56349,DAS_EXTENDED,
56350,DAS_EXTENDED,
56352,DAS_EXTENDED,DAS_EXTENDED
56353,DAS_EXTENDED,DAS_EXTENDED
56354,DAS_EXTENDED,
56356,,DAS_EXTENDED
56358,DAS_EXTENDED,
56359,DAS_EXTENDED,DAS_EXTENDED
56360,DAS_EXTENDED,DAS_EXTENDED
56361,DAS_EXTENDED,DAS_EXTENDED
56362,DAS_EXTENDED,DAS_EXTENDED
56364,DAS_EXTENDED,DAS_EXTENDED
56367,DAS_EXTENDED,DAS_EXTENDED
56368,DAS_EXTENDED,DAS_EXTENDED
56373,DAS_EXTENDED,
56374,DAS,DAS
56375,DAS_EXTENDED,DAS_EXTENDED
56378,DAS_EXTENDED,DAS_EXTENDED
56381,DAS_EXTENDED,
56382,,DAS_EXTENDED
56386,DAS_EXTENDED,DAS_EXTENDED
56401,DAS,DAS
56431,DAS_EXTENDED,DAS_EXTENDED
56433,DAS_EXTENDED,
56435,DAS_EXTENDED,DAS_EXTENDED
56438,DAS_EXTENDED,DAS_EXTENDED
56441,DAS,DAS
56442,DAS_EXTENDED,DAS_EXTENDED
56443,,DAS_EXTENDED
56444,DAS_EXTENDED,DAS_EXTENDED
56446,DAS_EXTENDED,
56448,DAS_EXTENDED,DAS_EXTENDED
56450,DAS_EXTENDED,
56452,,DAS_EXTENDED
56455,DAS_EXTENDED,DAS_EXTENDED
56461,DAS_EXTENDED,DAS_EXTENDED
56464,DAS_EXTENDED,DAS_EXTENDED
56465,DAS,DAS
56466,DAS_EXTENDED,DAS_EXTENDED
56467,DAS_EXTENDED,DAS_EXTENDED
56468,DAS_EXTENDED,DAS_EXTENDED
56469,DAS_REMOTE,DAS_EXTENDED
56470,DAS,DAS
56472,DAS_EXTENDED,DAS_EXTENDED
56473,DAS_EXTENDED,DAS_EXTENDED
56474,DAS_EXTENDED,DAS_EXTENDED
56475,DAS_EXTENDED,DAS_EXTENDED
56479,DAS_EXTENDED,DAS_EXTENDED
56482,DAS,DAS_EXTENDED
56484,DAS,DAS
56501,DAS,DAS
56510,DAS_EXTENDED,DAS_EXTENDED
56511,,DAS_EXTENDED
56514,DAS_EXTENDED,DAS_EXTENDED
56515,DAS_EXTENDED,DAS_EXTENDED
56516,DAS_EXTENDED,
56517,DAS_REMOTE,DAS_EXTENDED
56518,DAS_EXTENDED,DAS_EXTENDED
56520,DAS_EXTENDED,DAS_EXTENDED
56524,,DAS_EXTENDED
56527,DAS_EXTENDED,DAS_EXTENDED
56528,DAS_EXTENDED,
56531,DAS_EXTENDED,
56533,DAS_EXTENDED,
56535,DAS_EXTENDED,DAS_EXTENDED
56536,DAS_EXTENDED,
56537,DAS,DAS
56540,DAS_EXTENDED,
56542,DAS_EXTENDED,DAS_EXTENDED
56544,DAS_EXTENDED,DAS_EXTENDED
56545,DAS_EXTENDED,
56546,DAS_EXTENDED,
56547,,DAS_EXTENDED
56548,DAS_EXTENDED,
56549,DAS_EXTENDED,DAS_EXTENDED
56551,DAS_EXTENDED,DAS_EXTENDED
56553,DAS_REMOTE,DAS_EXTENDED
56554,DAS_EXTENDED,DAS_EXTENDED
56556,DAS_EXTENDED,
56557,DAS_EXTENDED,DAS_EXTENDED
56566,DAS_EXTENDED,
56567,DAS_EXTENDED,DAS_EXTENDED
56570,DAS_EXTENDED,DAS_EXTENDED
56571,DAS_EXTENDED,DAS_EXTENDED
56572,DAS_EXTENDED,DAS_EXTENDED
56573,DAS_EXTENDED,DAS_EXTENDED
56576,DAS_EXTENDED,
56578,DAS_EXTENDED,DAS_EXTENDED
56579,DAS_EXTENDED,DAS_EXTENDED
56581,DAS_EXTENDED,
56584,,DAS_EXTENDED
56585,DAS_EXTENDED,
56586,DAS_EXTENDED,DAS_EXTENDED
56587,DAS_EXTENDED,
56589,DAS_EXTENDED,DAS_EXTENDED
56601,DAS,DAS
56621,DAS_EXTENDED,DAS_EXTENDED
56623,DAS_EXTENDED,DAS_EXTENDED
56627,DAS_EXTENDED,
56628,DAS_REMOTE,
56630,DAS,DAS
56633,DAS_EXTENDED,
56634,DAS_EXTENDED,
56636,DAS_EXTENDED,
56644,DAS_EXTENDED,
56647,DAS_EXTENDED,DAS_EXTENDED
56649,DAS_EXTENDED,DAS_EXTENDED
56650,DAS_EXTENDED,DAS_EXTENDED
56651,DAS_EXTENDED,
56653,DAS_EXTENDED,DAS_EXTENDED
56655,,DAS_EXTENDED
56657,,DAS_EXTENDED
56659,DAS_EXTENDED,DAS_EXTENDED
56667,DAS_EXTENDED,DAS_EXTENDED
56672,DAS_EXTENDED,DAS_EXTENDED
56673,DAS_REMOTE,DAS_EXTENDED
56676,DAS_EXTENDED,
56680,DAS_EXTENDED,
56681,,DAS_EXTENDED
56686,,DAS_EXTENDED
56714,DAS_EXTENDED,DAS_EXTENDED
56716,DAS,DAS
56721,DAS,
56722,DAS_REMOTE,
56723,DAS_EXTENDED,
56726,DAS_EXTENDED,
56727,DAS_EXTENDED,
56728,DAS_EXTENDED,
56731,DAS_EXTENDED,
56735,DAS_EXTENDED,
56736,DAS_EXTENDED,
56737,DAS_EXTENDED,
56738,,DAS_EXTENDED
56750,DAS_EXTENDED,DAS_EXTENDED
56751,DAS_EXTENDED,DAS_EXTENDED
56757,DAS_EXTENDED,
56758,DAS_EXTENDED,
56759,DAS_EXTENDED,
56762,DAS_EXTENDED,DAS_EXTENDED
56763,DAS_EXTENDED,DAS_EXTENDED
57001,DAS_EXTENDED,DAS_EXTENDED
57002,,DAS_EXTENDED
57003,DAS_EXTENDED,DAS_EXTENDED
57004,DAS_EXTENDED,DAS_EXTENDED
57005,DAS,DAS
57006,DAS,DAS
57010,,DAS_EXTENDED
57013,DAS,DAS
57014,DAS_EXTENDED,DAS_EXTENDED
57018,DAS_EXTENDED,
57020,,DAS_EXTENDED
57021,DAS_EXTENDED,
57022,DAS_EXTENDED,DAS_EXTENDED
57025,DAS_EXTENDED,DAS_EXTENDED
57026,,DAS_EXTENDED
57030,DAS_EXTENDED,DAS_EXTENDED
57032,DAS,DAS
57033,DAS_EXTENDED,DAS_EXTENDED
57034,DAS_EXTENDED,DAS_EXTENDED
57035,DAS_EXTENDED,DAS_EXTENDED
57038,DAS_EXTENDED,
57039,,DAS_EXTENDED
57040,DAS_EXTENDED,DAS_EXTENDED
57041,,DAS
57042,DAS,DAS
57043,,DAS_EXTENDED
57051,,DAS_EXTENDED
57053,DAS_EXTENDED,DAS_EXTENDED
57054,DAS_EXTENDED,
57055,DAS,
57058,DAS_EXTENDED,DAS_EXTENDED
57059,DAS_EXTENDED,DAS_EXTENDED
57062,,DAS_EXTENDED
57063,,DAS_EXTENDED
57066,DAS_EXTENDED,
57068,DAS,
57069,DAS,DAS
57071,DAS_EXTENDED,DAS_EXTENDED
57072,,DAS_EXTENDED
57073,DAS_EXTENDED,
57075,DAS_EXTENDED,DAS_EXTENDED
57078,DAS,DAS
57212,DAS_EXTENDED,
57213,DAS_EXTENDED,DAS_EXTENDED
57220,DAS_EXTENDED,
57223,DAS_EXTENDED,DAS_EXTENDED
57226,DAS_EXTENDED,DAS_EXTENDED
57227,,DAS_EXTENDED
57231,DAS_EXTENDED,
57234,DAS_EXTENDED,DAS_EXTENDED
57235,DAS_REMOTE,
57237,,DAS_EXTENDED
57238,DAS_EXTENDED,DAS_EXTENDED
57239,,DAS_EXTENDED
57241,DAS_EXTENDED,
57243,,DAS_EXTENDED
57247,DAS_EXTENDED,DAS_EXTENDED
